"page_id","token","lemma","position","nameTag","NE","udpipe.feats.Abbr","udpipe.feats.AdpType","udpipe.feats.Animacy","udpipe.feats.Aspect","udpipe.feats.Case","udpipe.feats.Degree","udpipe.feats.Foreign","udpipe.feats.Gender","udpipe.feats.Mood","udpipe.feats.NameType","udpipe.feats.NumForm","udpipe.feats.NumType","udpipe.feats.Number","udpipe.feats.Person","udpipe.feats.Polarity","udpipe.feats.PronType","udpipe.feats.Reflex","udpipe.feats.Tense","udpipe.feats.Variant","udpipe.feats.VerbForm","udpipe.feats.Voice","udpipe.misc.B-gu","udpipe.misc.B-pd","udpipe.misc.B-pf","udpipe.misc.B-ps","udpipe.misc.B-td","udpipe.misc.B-tm","udpipe.misc.B-ty","udpipe.misc.I-pd","udpipe.misc.I-pf","udpipe.misc.I-td","udpipe.misc.SpaceAfter"
"1","mm","milimetr","28","B-oe","Measure unit","Yes","","Inan","","","","","Masc","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","29","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2","Sáček","sáček","1","O","","","","Inan","","Nom","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","",""
"2","č","číslo","2","O","","Yes","","","","","","","Neut","","","","","","","","","","","","","","","","","","","","","","","","No"
"2",".",".","3","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","82","82","4","B-n_","Number expression (General)","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","",""
"2","(","(","5","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2","kůstky","kůstka","6","O","","","","","","Nom","","","Fem","","","","","Plur","","","","","","","","","","","","","","","","","","",""
"2","na","na","7","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","hromádce","hromádka","8","O","","","","","","Loc","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","",""
"2","u","u","9","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","nádoby","nádoba","10","O","","","","","","Gen","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","",""
"2","11","11","11","B-n_","Number expression (General)","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","",""
"2","v","v","12","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","jihozáp","jihozáp","13","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2",".",".","14","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","rohu","roh","1","O","","","","Inan","","Gen","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","No"
"2",",",",","2","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","pokrač","pokrač","3","O","","Yes","","","","","","","Fem","","","","","","","","","","","","","","","","","","","","","","","","No"
"2",".",".","4","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2",")",")","5","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2",":",":","6","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","Několik","několik","1","O","","","","","","Nom","","","","","","","Card","","","","Ind","","","","","","","","","","","","","","","",""
"2","drobných","drobný","2","O","","","","Inan","","Gen","Pos","","Masc","","","","","Plur","","Pos","","","","","","","","","","","","","","","","",""
"2","zlomků","zlomek","3","O","","","","Inan","","Gen","","","Masc","","","","","Plur","","","","","","","","","","","","","","","","","","",""
"2","mozkovny","mozkovna","4","O","","","","","","Gen","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","",""
"2","štěpené","štěpený","5","O","","","","","","Gen","Pos","","Fem","","","","","Sing","","Pos","","","","","Part","Pass","","","","","","","","","","",""
"2","v","v","6","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","diploe","diploe","7","O","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2",",",",","8","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","malá","malý","9","O","","","","","","Nom","Pos","","Fem","","","","","Sing","","Pos","","","","","","","","","","","","","","","","",""
"2","část","část","10","O","","","","","","Nom","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","",""
"2","temporální","temporální","11","O","","","","","","Gen","Pos","","Fem","","","","","Sing","","Pos","","","","","","","","","","","","","","","","",""
"2","pyramidy","pyramida","12","O","","","","","","Gen","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","","No"
"2",",",",","13","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","fragmenty","fragment","14","O","","","","Inan","","Nom","","","Masc","","","","","Plur","","","","","","","","","","","","","","","","","","",""
"2","kompakty","kompakt","15","O","","","","Inan","","Gen","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","",""
"2","končetinových","končetinový","16","O","","","","","","Gen","Pos","","Fem","","","","","Plur","","Pos","","","","","","","","","","","","","","","","",""
"2","kostí","kost","17","O","","","","","","Gen","","","Fem","","","","","Plur","","","","","","","","","","","","","","","","","","",""
"2","(","(","18","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2","tlouštka","tlouštka","19","O","","","","","","Nom","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","",""
"2","až","až","20","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","6","6","21","B-nc","Cardinal number","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","",""
"2","mm","milimetr","22","B-oe","Measure unit","Yes","","Inan","","","","","Masc","","","","","","","","","","","","","","","","","","","","","","","","No"
"2",")",")","23","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2",",",",","24","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","menší","malý","25","O","","","","","","Nom","Cmp","","Neut","","","","","Sing","","Pos","","","","","","","","","","","","","","","","",""
"2","množství","množství","26","O","","","","","","Nom","","","Neut","","","","","Sing","","","","","","","","","","","","","","","","","","",""
"2","kostní","kostní","27","O","","","","","","Gen","Pos","","Fem","","","","","Sing","","Pos","","","","","","","","","","","","","","","","",""
"2","drti","drt","28","O","","","","","","Gen","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","","No"
"2",".",".","29","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","Sáček","sáček","1","O","","","","Inan","","Nom","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","",""
"2","č","číslo","2","O","","Yes","","","","","","","Neut","","","","","","","","","","","","","","","","","","","","","","","","No"
"2",".52",".52","3","O","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","",""
"2","(","(","4","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2","kůstky","kůstka","5","O","","","","","","Nom","","","Fem","","","","","Plur","","","","","","","","","","","","","","","","","","",""
"2","u","u","6","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","nádoby","nádoba","7","O","","","","","","Gen","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","",""
"2","16","16","8","B-n_","Number expression (General)","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","",""
"2","v","v","9","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","severovýchodním","severovýchodní","10","O","","","","Inan","","Loc","Pos","","Masc","","","","","Sing","","Pos","","","","","","","","","","","","","","","","",""
"2","rohu","roh","11","O","","","","Inan","","Loc","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","No"
"2",")",")","12","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2",":",":","13","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","Pouze","pouze","1","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","3","3","2","B-nc","Cardinal number","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","",""
"2","drobné","drobný","3","O","","","","Inan","","Nom","Pos","","Masc","","","","","Plur","","Pos","","","","","","","","","","","","","","","","",""
"2","fragmenty","fragment","4","O","","","","Inan","","Nom","","","Masc","","","","","Plur","","","","","","","","","","","","","","","","","","",""
"2","kostní","kostní","5","O","","","","Inan","","Nom","Pos","","Masc","","","","","Plur","","Pos","","","","","","","","","","","","","","","","",""
"2","kompakty","kompakt","6","O","","","","Inan","","Nom","","","Masc","","","","","Plur","","","","","","","","","","","","","","","","","","","No"
"2",";",";","7","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","blíže","blízko","8","O","","","","","","","Cmp","","","","","","","","","Pos","","","","","","","","","","","","","","","","",""
"2","neurčitelné","určitelný","9","O","","","","Inan","","Nom","Pos","","Masc","","","","","Plur","","Neg","","","","","","","","","","","","","","","","","No"
"2",".",".","10","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","Sáček","sáček","1","O","","","","Inan","","Nom","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","",""
"2","č","číslo","2","O","","Yes","","","","","","","Neut","","","","","","","","","","","","","","","","","","","","","","","","No"
"2",".57",".57","3","O","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","",""
"2","(","(","4","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2","kůstky","kůstka","5","O","","","","","","Nom","","","Fem","","","","","Plur","","","","","","","","","","","","","","","","","","",""
"2","v","v","6","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","jamce","jamka","7","O","","","","","","Loc","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","",""
"2","u","u","8","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","nádoby","nádoba","9","O","","","","","","Gen","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","",""
"2","20","20","10","B-n_","Number expression (General)","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","",""
"2","v","v","11","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","severozápadním","severozápadní","12","O","","","","Inan","","Loc","Pos","","Masc","","","","","Sing","","Pos","","","","","","","","","","","","","","","","",""
"2","rohu","roh","13","O","","","","Inan","","Loc","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","No"
"2",")",")","14","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2",":",":","15","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","Jediný","jediný","16","O","","","","Inan","","Nom","Pos","","Masc","","","","","Sing","","Pos","","","","","","","","","","","","","","","","",""
"2","drobný","drobný","17","O","","","","Inan","","Nom","Pos","","Masc","","","","","Sing","","Pos","","","","","","","","","","","","","","","","",""
"2","zlomeček","zlomeček","18","O","","","","Inan","","Nom","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","",""
"2","kostní","kostní","19","O","","","","","","Gen","Pos","","Fem","","","","","Sing","","Pos","","","","","","","","","","","","","","","","",""
"2","kompakty","kompakta","20","O","","","","","","Gen","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","","No"
"2",".",".","21","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","Sáček","sáček","1","O","","","","Inan","","Nom","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","",""
"2","8.83","8.83","2","B-n_","Number expression (General)","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","",""
"2","(","(","3","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2","kůstky","kůstka","4","O","","","","","","Nom","","","Fem","","","","","Plur","","","","","","","","","","","","","","","","","","",""
"2","v","v","5","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","jamce","jamka","6","O","","","","","","Loc","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","",""
"2","u","u","7","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","nádoby","nádoba","8","O","","","","","","Gen","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","",""
"2","20","20","9","B-n_","Number expression (General)","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","",""
"2","v","v","10","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","severozápadním","severozápadní","11","O","","","","Inan","","Loc","Pos","","Masc","","","","","Sing","","Pos","","","","","","","","","","","","","","","","",""
"2","rohu","roh","12","O","","","","Inan","","Loc","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","No"
"2",",",",","13","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","pokračování","pokračování","14","O","","","","","","Nom","","","Neut","","","","","Sing","","","","","","","Vnoun","","","","","","","","","","","","No"
"2",")",")","15","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2",":",":","16","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","Malý","malý","17","O","","","","Inan","","Nom","Pos","","Masc","","","","","Sing","","Pos","","","","","","","","","","","","","","","","",""
"2","zlomek","zlomek","18","O","","","","Inan","","Nom","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","",""
"2","mozkovny","mozkovna","19","O","","","","","","Gen","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","",""
"2","(","(","20","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2","tlouštka","tlouštka","21","O","","","","","","Nom","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","",""
"2","3","3","22","B-nc","Cardinal number","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","No"
"2","-","-","23","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2","4","4","24","B-nc","Cardinal number","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","",""
"2","mm","milimetr","25","B-oe","Measure unit","Yes","","Inan","","","","","Masc","","","","","","","","","","","","","","","","","","","","","","","","No"
"2",")",")","26","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","a","a","27","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","3","3","28","B-nc","Cardinal number","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","",""
"2","částky","částka","29","O","","","","","","Nom","","","Fem","","","","","Plur","","","","","","","","","","","","","","","","","","",""
"2","kostní","kostní","30","O","","","","","","Gen","Pos","","Fem","","","","","Sing","","Pos","","","","","","","","","","","","","","","","",""
"2","drti","drt","31","O","","","","","","Gen","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","",""
"2","bez","bez","32","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","charakteristických","charakteristický","33","O","","","","Inan","","Gen","Pos","","Masc","","","","","Plur","","Pos","","","","","","","","","","","","","","","","",""
"2","znaků","znak","34","O","","","","Inan","","Gen","","","Masc","","","","","Plur","","","","","","","","","","","","","","","","","","","No"
"2",".",".","35","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","V","v","1","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","tomto","tento","2","O","","","","","","Loc","","","Masc,Neut","","","","","Sing","","","Dem","","","","","","","","","","","","","","","",""
"2","materiálu","materiál","3","O","","","","Inan","","Loc","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","",""
"2","bylo","být","4","O","","","","","Imp","","","","Neut","","","","","Sing","","Pos","","","Past","","Part","Act","","","","","","","","","","",""
"2","nalezeno","nalezený","5","O","","","","","Perf","","Pos","","Neut","","","","","Sing","","Pos","","","","Short","Part","Pass","","","","","","","","","","",""
"2","též","též","6","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","několik","několik","7","O","","","","","","Nom","","","","","","","Card","","","","Ind","","","","","","","","","","","","","","","",""
"2","uhlíků","uhlík","8","O","","","","Inan","","Gen","","","Masc","","","","","Plur","","","","","","","","","","","","","","","","","","","No"
"2",".",".","9","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","Souhrn","souhrn","1","O","","","","Inan","","Nom","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","No"
"2",":",":","2","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","Materiály","materiál","3","O","","","","Inan","","Nom","","","Masc","","","","","Plur","","","","","","","","","","","","","","","","","","",""
"2","z","z","4","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","jednotlivých","jednotlivý","5","O","","","","Inan","","Gen","Pos","","Masc","","","","","Plur","","Pos","","","","","","","","","","","","","","","","",""
"2","sáčků","sáček","6","O","","","","Inan","","Gen","","","Masc","","","","","Plur","","","","","","","","","","","","","","","","","","",""
"2","(","(","7","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2","celkové","celkový","8","O","","","","","","Nom","Pos","","Neut","","","","","Sing","","Pos","","","","","","","","","","","","","","","","",""
"2","množství","množství","9","O","","","","","","Nom","","","Neut","","","","","Sing","","","","","","","","","","","","","","","","","","",""
"2","19","19","10","B-nc","Cardinal number","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","",""
"2","dkg","dkilogram","11","B-oe","Measure unit","Yes","","Inan","","","","","Masc","","","","","","","","","","","","","","","","","","","","","","","","No"
"2",")",")","12","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","mají","mít","13","O","","","","","Imp","","","","","Ind","","","","Plur","3","Pos","","","Pres","","Fin","Act","","","","","","","","","","",""
"2","jednot","jednot","14","O","","","","Inan","","Acc","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","",""
"2","jednotcharakter","jednotcharakter","15","O","","","","Inan","","Acc","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","No"
"2",":",":","16","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","dokonalý","dokonalý","17","O","","","","Inan","","Acc","Pos","","Masc","","","","","Sing","","Pos","","","","","","","","","","","","","","","","",""
"2","stupeň","stupeň","18","O","","","","Inan","","Acc","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","",""
"2","spálení","spálení","19","O","","","","","","Gen","","","Neut","","","","","Sing","","","","","","","Vnoun","","","","","","","","","","","","No"
"2",",",",","20","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","nažloutlé","nažloutlý","21","O","","","","","","Acc","Pos","","Neut","","","","","Sing","","Pos","","","","","","","","","","","","","","","","",""
"2","zbarvení","zbarvení","22","O","","","","","","Acc","","","Neut","","","","","Sing","","","","","","","Vnoun","","","","","","","","","","","","No"
"2",",",",","23","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","jednotný","jednotný","24","O","","","","Inan","","Acc","Pos","","Masc","","","","","Sing","","Pos","","","","","","","","","","","","","","","","",""
"2","morfologický","morfologický","25","O","","","","Inan","","Acc","Pos","","Masc","","","","","Sing","","Pos","","","","","","","","","","","","","","","","",""
"2","vzhled","vzhled","26","O","","","","Inan","","Acc","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","No"
"2",",",",","27","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","neopakují","opakovat","28","O","","","","","Imp","","","","","Ind","","","","Plur","3","Neg","","","Pres","","Fin","Act","","","","","","","","","","",""
"2","se","se","29","O","","","","","","Acc","","","","","","","","","","","Prs","Yes","","Short","","","","","","","","","","","","",""
"2","anatomické","anatomický","30","O","","","","","","Nom","Pos","","Fem","","","","","Plur","","Pos","","","","","","","","","","","","","","","","",""
"2","části","část","31","O","","","","","","Nom","","","Fem","","","","","Plur","","","","","","","","","","","","","","","","","","","No"
"2",".",".","32","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","Nic","nic","1","O","","","","","","Nom","","","","","","","","","","","Neg","","","","","","","","","","","","","","","",""
"2","tedy","tedy","2","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","nena","nena","3","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","nenaže","nenaže","4","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","by","být","5","O","","","","","Imp","","","","","Cnd","","","","","","","","","","","Fin","","","","","","","","","","","",""
"2","mohlo","moci","6","O","","","","","Imp","","","","Neut","","","","","Sing","","Pos","","","Past","","Part","Act","","","","","","","","","","",""
"2","jít","jít","7","O","","","","","Imp","","","","","","","","","","","Pos","","","","","Inf","","","","","","","","","","","",""
"2","o","o","8","O","","","Prep","","","Acc","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","pozůstatky","pozůstatek","9","O","","","","Inan","","Acc","","","Masc","","","","","Plur","","","","","","","","","","","","","","","","","","",""
"2","více","více","10","O","","","","","","","Cmp","","","","","","","","","Pos","","","","","","","","","","","","","","","","",""
"2","jedinců","jedinec","11","O","","","","Anim","","Gen","","","Masc","","","","","Plur","","","","","","","","","","","","","","","","","","","No"
"2",",",",","12","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","na","na","13","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","druhé","druhý","14","O","","","","","","Loc","","","Fem","","","","Ord","Sing","","","","","","","","","","","","","","","","","","",""
"2","straně","strana","15","O","","","","","","Loc","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","",""
"2","ovšem","ovšem","16","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","zase","zase","17","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","nelze","lze","18","O","","","","","Imp","","","","","Ind","","","","Sing","3","Neg","","","Pres","","Fin","Act","","","","","","","","","","",""
"2","příslušnost","příslušnost","19","O","","","","","","Acc","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","",""
"2","jedinému","jediný","20","O","","","","","","Dat","Pos","","Neut","","","","","Sing","","Pos","","","","","","","","","","","","","","","","",""
"2","individuu","individuum","21","O","","","","","","Dat","","","Neut","","","","","Sing","","","","","","","","","","","","","","","","","","",""
"2","(","(","22","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2","snad","snad","23","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","nejspíše","nejspíš","24","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","dospě","dospě","25","O","","","","","","","Pos","","","","","","","","","Pos","","","","","","","","","","","","","","","","",""
"2","dospěosobě","dospěosobě","26","O","","","","","","","Pos","","","","","","","","","Pos","","","","","","","","","","","","","","","","",""
"2","gracilní","gracilní","27","O","","","","","","Gen","Pos","","Fem","","","","","Sing","","Pos","","","","","","","","","","","","","","","","",""
"2","až","až","28","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","střední","střední","29","O","","","","","","Gen","Pos","","Fem","","","","","Sing","","Pos","","","","","","","","","","","","","","","","",""
"2","tělesné","tělesný","30","O","","","","","","Gen","Pos","","Fem","","","","","Sing","","Pos","","","","","","","","","","","","","","","","",""
"2","stavby","stavba","31","O","","","","","","Gen","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","","No"
"2",")",")","32","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","bezpečně","bezpečně","33","O","","","","","","","Pos","","","","","","","","","Pos","","","","","","","","","","","","","","","","",""
"2","prokázat","prokázat","34","O","","","","","Perf","","","","","","","","","","","Pos","","","","","Inf","","","","","","","","","","","","No"
"2",".",".","35","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","Kůstky","kůstka","1","O","","","","","","Nom","","","Fem","","","","","Plur","","","","","","","","","","","","","","","","","","",""
"2","jsou","být","2","O","","","","","Imp","","","","","Ind","","","","Plur","3","Pos","","","Pres","","Fin","Act","","","","","","","","","","",""
"2","velmi","velmi","3","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","drobně","drobně","4","O","","","","","","","Pos","","","","","","","","","Pos","","","","","","","","","","","","","","","","",""
"2","drcené","drcený","5","O","","","","","","Nom","Pos","","Fem","","","","","Plur","","Pos","","","","","Part","Pass","","","","","","","","","","","No"
"2",",",",","6","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","takže","takže","7","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","se","se","8","O","","","","","","Acc","","","","","","","","","","","Prs","Yes","","Short","","","","","","","","","","","","",""
"2","nezachovaly","zachovat","9","O","","","","Inan","Imp","","","","Fem,Masc","","","","","Plur","","Neg","","","Past","","Part","Act","","","","","","","","","","",""
"2","znaky","znak","10","O","","","","Inan","","Nom","","","Masc","","","","","Plur","","","","","","","","","","","","","","","","","","",""
"2","nezbyt","zbyt","11","O","","","","","","Gen","","","Fem","","","","","Plur","","","","","","","","","","","","","","","","","","",""
"2","nezbytpro","zbytpro","12","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","spolehlivější","spolehlivý","13","O","","","","","","Acc","Cmp","","Neut","","","","","Sing","","Pos","","","","","","","","","","","","","","","","",""
"2","určení","určení","14","O","","","","","","Acc","","","Neut","","","","","Sing","","","","","","","Vnoun","","","","","","","","","","","","No"
"2",".",".","15","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","Převážná","převážný","1","O","","","","","","Nom","Pos","","Fem","","","","","Sing","","Pos","","","","","","","","","","","","","","","","",""
"2","většina","většina","2","O","","","","","","Nom","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","",""
"2","fragmentů","fragment","3","O","","","","Inan","","Gen","","","Masc","","","","","Plur","","","","","","","","","","","","","","","","","","",""
"2","je","být","4","O","","","","","Imp","","","","","Ind","","","","Sing","3","Pos","","","Pres","","Fin","Act","","","","","","","","","","",""
"2","více","více","5","O","","","","","","","Cmp","","","","","","","","","Pos","","","","","","","","","","","","","","","","",""
"2","či","či","6","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","méně","méně","7","O","","","","","","","Cmp","","","","","","","","","Pos","","","","","","","","","","","","","","","","",""
"2","intensivně","intensivně","8","O","","","","","","","Pos","","","","","","","","","Pos","","","","","","","","","","","","","","","","",""
"2","zabarvena","zabarvený","9","O","","","","","Perf","","Pos","","Fem,Neut","","","","","Plur,Sing","","Pos","","","","Short","Part","Pass","","","","","","","","","","",""
"2","oxydováným","oxydováný","10","O","","","","","","Ins","Pos","","Neut","","","","","Sing","","Pos","","","","","Part","Pass","","","","","","","","","","",""
"2","železem","železo","11","O","","","","","","Ins","","","Neut","","","","","Sing","","","","","","","","","","","","","","","","","","","No"
"2",",",",","12","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","Pozn","poznámka","13","O","","Yes","","","","","","","Fem","","","","","","","","","","","","","","","","","","","","","","","","No"
"2",".",".","14","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2",":",":","15","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","Materiál","materiál","16","O","","","","Inan","","Nom","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","",""
