"page_id","token","lemma","position","nameTag","NE","udpipe.feats.Abbr","udpipe.feats.AdpType","udpipe.feats.Animacy","udpipe.feats.Aspect","udpipe.feats.Case","udpipe.feats.Degree","udpipe.feats.Gender","udpipe.feats.Gender[psor]","udpipe.feats.Hyph","udpipe.feats.Mood","udpipe.feats.NameType","udpipe.feats.NumForm","udpipe.feats.NumType","udpipe.feats.Number","udpipe.feats.Person","udpipe.feats.Polarity","udpipe.feats.Poss","udpipe.feats.PrepCase","udpipe.feats.PronType","udpipe.feats.Reflex","udpipe.feats.Tense","udpipe.feats.Variant","udpipe.feats.VerbForm","udpipe.feats.Voice","udpipe.misc.B-gu","udpipe.misc.B-td","udpipe.misc.B-tm","udpipe.misc.B-ty","udpipe.misc.I-td","udpipe.misc.I-tm","udpipe.misc.SpaceAfter"
"1",".",".","30","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Nelze","lze","31","O","","","","","Imp","","","","","","Ind","","","","Sing","3","Neg","","","","","Pres","","Fin","Act","","","","","","",""
"1","vyloučit","vyloučit","32","O","","","","","Perf","","","","","","","","","","","","Pos","","","","","","","Inf","","","","","","","","No"
"1",",",",","33","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","že","že","34","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","v","v","35","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","nějaké","nějaký","36","O","","","","","","Loc","","Fem","","","","","","","Sing","","","","","Ind","","","","","","","","","","","",""
"1","souvislosti","souvislost","37","O","","","","","","Loc","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","",""
"1","s","s","38","O","","","Prep","","","Ins","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","jímkou","jímka","39","O","","","","","","Ins","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","",""
"1","je","být","40","O","","","","","Imp","","","","","","Ind","","","","Sing","3","Pos","","","","","Pres","","Fin","Act","","","","","","",""
"1","též","též","41","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","nasucho","nasucho","42","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","kladená","kladený","43","O","","","","","","Nom","Pos","Fem","","","","","","","Sing","","Pos","","","","","","","Part","Pass","","","","","","",""
"1","zídka","zídka","44","O","","","","","","Nom","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","",""
"1","J","J","45","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","jímky","jímka","46","O","","","","","","Gen","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","No"
"1",",",",","47","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","běžící","běžící","48","O","","","","","Imp","Nom","","Fem","","","","","","","Sing","","Pos","","","","","Pres","","Part","Act","","","","","","",""
"1","S","S","49","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","50","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","J","J","51","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","směrem","směr","52","O","","","","Inan","","Ins","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","No"
"1",".",".","53","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","S","s","1","O","","","Prep","","","Ins","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","zed","zed","2","O","","","","","","Nom","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","",""
"1","zadního","zadní","3","O","","","","Inan","","Gen","Pos","Masc","","","","","","","Sing","","Pos","","","","","","","","","","","","","","",""
"1","traktu","trakt","4","O","","","","Inan","","Gen","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","",""
"1","domu","dům","5","O","","","","Inan","","Gen","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","",""
"1","čp","čp","6","O","","Yes","","","","","","Neut","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","7","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","36","36","8","B-n_","Number expression (General)","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","",""
"1","s","s","9","O","","","Prep","","","Ins","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","jímkou","jímka","10","O","","","","","","Ins","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","",""
"1","je","být","11","O","","","","","Imp","","","","","","Ind","","","","Sing","3","Pos","","","","","Pres","","Fin","Act","","","","","","",""
"1","kryta","krytý","12","O","","","","","Imp","","Pos","Fem,Neut","","","","","","","Plur,Sing","","Pos","","","","","","Short","Part","Pass","","","","","","",""
"1","šedohnědou","šedohnědý","13","O","","","","","","Ins","Pos","Fem","","","","","","","Sing","","Pos","","","","","","","","","","","","","","",""
"1","hlinitou","hlinitý","14","O","","","","","","Ins","Pos","Fem","","","","","","","Sing","","Pos","","","","","","","","","","","","","","",""
"1","vrstvou","vrstva","15","O","","","","","","Ins","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","",""
"1","místy","místy","16","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","popelovité","popelovitý","17","O","","","","","","Gen","Pos","Fem","","","","","","","Sing","","Pos","","","","","","","","","","","","","","",""
"1","konsistence","konsistence","18","O","","","","","","Gen","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","No"
"1",",",",","19","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","která","který","20","O","","","","","","Nom","","Fem","","","","","","","Sing","","","","","Int,Rel","","","","","","","","","","","",""
"1","též","též","21","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","vyplňuje","vyplňovat","22","O","","","","","Imp","","","","","","Ind","","","","Sing","3","Pos","","","","","Pres","","Fin","Act","","","","","","",""
"1","ústí","ústí","23","O","","","","","","Acc","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","",""
"1","jímky","jímka","24","O","","","","","","Gen","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","",""
"1","a","a","25","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","obsahuje","obsahovat","26","O","","","","","Imp","","","","","","Ind","","","","Sing","3","Pos","","","","","Pres","","Fin","Act","","","","","","",""
"1","pozdní","pozdní","27","O","","","","","","Acc","Pos","Neut","","","","","","","Sing","","Pos","","","","","","","","","","","","","","",""
"1","berounské","berounský","28","O","","","","","","Acc","Pos","Neut","","","","","","","Sing","","Pos","","","","","","","","","","","","","","",""
"1","zboží","zboží","29","O","","","","","","Acc","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","",""
"1","/","/","30","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","režná","režný","31","O","","","","","","Nom","Pos","Fem","","","","","","","Sing","","Pos","","","","","","","","","","","","","","",""
"1","keramika","keramika","32","O","","","","","","Nom","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","",""
"1","s","s","33","O","","","Prep","","","Ins","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","předžahem","předžah","34","O","","","","Inan","","Ins","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","No"
"1",",",",","35","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","zelené","zelený","36","O","","","","","","Nom","Pos","Fem","","","","","","","Plur","","Pos","","","","","","","","","","","","","","","No"
"1",",",",","37","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","žluté","žlutý","38","O","","","","","","Nom","Pos","Fem","","","","","","","Plur","","Pos","","","","","","","","","","","","","","",""
"1","i","i","39","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","rezavě","rezavě","40","O","","","","","","","Pos","","","","","","","","","","Pos","","","","","","","","","","","","","","",""
"1","hnědé","hnědý","41","O","","","","","","Nom","Pos","Fem","","","","","","","Plur","","Pos","","","","","","","","","","","","","","",""
"1","glazury","glazura","42","O","","","","","","Gen","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","No"
"1","/","/","43","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","44","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1",".",".","45","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","od","od","46","O","","","Prep","","","Ins","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","touto","tento","47","O","","","","","","Ins","","Fem","","","","","","","Sing","","","","","Dem","","","","","","","","","","","",""
"1","vrstvou","vrstva","48","O","","","","","","Ins","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","",""
"1","se","se","49","O","","","","","","Acc","","","","","","","","","","","","","","Prs","Yes","","Short","","","","","","","","",""
"1","nachází","nacházet","50","O","","","","","Imp","","","","","","Ind","","","","Sing","3","Pos","","","","","Pres","","Fin","Act","","","","","","",""
"1","pískový","pískový","51","O","","","","Inan","","Nom","Pos","Masc","","","","","","","Sing","","Pos","","","","","","","","","","","","","","",""
"1","pokryv","pokryv","52","O","","","","Inan","","Nom","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","No"
"1",",",",","53","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","kterým","který","54","O","","","","","","Ins","","Masc,Neut","","","","","","","Sing","","","","","Int,Rel","","","","","","","","","","","",""
"1","bylo","být","55","O","","","","","Imp","","","Neut","","","","","","","Sing","","Pos","","","","","Past","","Part","Act","","","","","","",""
"1","zasypáno","zasypaný","56","O","","","","","Perf","","Pos","Neut","","","","","","","Sing","","Pos","","","","","","Short","Part","Pass","","","","","","",""
"1","zdivo","zdivo","57","O","","","","","","Nom","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","",""
"1","jímky","jímka","58","O","","","","","","Gen","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","",""
"1","i","i","59","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","domovního","domovní","60","O","","","","Inan","","Gen","Pos","Masc","","","","","","","Sing","","Pos","","","","","","","","","","","","","","",""
"1","traktu","trakt","61","O","","","","Inan","","Gen","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","No"
"1",".",".","62","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Pod","pod","1","O","","","Prep","","","Ins","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","pískem","písek","2","O","","","","Inan","","Ins","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","",""
"1","pak","pak","3","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","spodní","spodní","4","O","","","","","","Acc","Pos","Fem","","","","","","","Sing","","Pos","","","","","","","","","","","","","","",""
"1","část","část","5","O","","","","","","Acc","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","",""
"1","jímky","jímka","6","O","","","","","","Gen","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","",""
"1","vyplňuje","vyplňovat","7","O","","","","","Imp","","","","","","Ind","","","","Sing","3","Pos","","","","","Pres","","Fin","Act","","","","","","",""
"1","a","a","8","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","ke","k","9","O","","","Voc","","","Dat","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","zdivu","zdivo","10","O","","","","","","Dat","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","",""
"1","přiléhá","přiléhat","11","O","","","","","Imp","","","","","","Ind","","","","Sing","3","Pos","","","","","Pres","","Fin","Act","","","","","","",""
"1","šedá","šedý","12","O","","","","","","Nom","Pos","Fem","","","","","","","Sing","","Pos","","","","","","","","","","","","","","",""
"1","hlinito","hlinito","13","O","","","","","","","Pos","","","Yes","","","","","","","Pos","","","","","","","","","","","","","","","No"
"1","-","-","14","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","jílovitá","jílovitý","15","O","","","","","","Nom","Pos","Fem","","","","","","","Sing","","Pos","","","","","","","","","","","","","","",""
"1","vrstva","vrstva","16","O","","","","","","Nom","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","",""
"1","s","s","17","O","","","Prep","","","Ins","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","četnými","četný","18","O","","","","Inan","","Ins","Pos","Masc","","","","","","","Plur","","Pos","","","","","","","","","","","","","","",""
"1","uhlíky","uhlík","19","O","","","","Inan","","Ins","","Masc","","","","","","","Plur","","","","","","","","","","","","","","","","",""
"1","/","/","20","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","i","i","21","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","celé","celý","22","O","","","","","","Gen","Pos","Fem","","","","","","","Sing","","Pos","","","","","","","","","","","","","","",""
"1","části","část","23","O","","","","","","Gen","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","",""
"1","spálené","spálený","24","O","","","","","","Gen","Pos","Fem","","","","","","","Sing","","Pos","","","","","","","Part","Pass","","","","","","",""
"1","konstrukce","konstrukce","25","O","","","","","","Gen","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","No"
"1","/","/","26","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","a","a","27","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","střepy","střep","28","O","","","","Inan","","Nom","","Masc","","","","","","","Plur","","","","","","","","","","","","","","","","",""
"1","staršího","starý","29","O","","","","","","Gen","Cmp","Neut","","","","","","","Sing","","Pos","","","","","","","","","","","","","","",""
"1","berounského","berounský","30","O","","","","","","Gen","Pos","Neut","","","","","","","Sing","","Pos","","","","","","","","","","","","","","",""
"1","zboží","zboží","31","O","","","","","","Gen","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","",""
"1","-","-","32","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","zde","zde","33","O","","","","","","","","","","","","","","","","","","","","Dem","","","","","","","","","","","",""
"1","převažuje","převažovat","34","O","","","","","Imp","","","","","","Ind","","","","Sing","3","Pos","","","","","Pres","","Fin","Act","","","","","","",""
"1","režná","režný","35","O","","","","","","Nom","Pos","Fem","","","","","","","Sing","","Pos","","","","","","","","","","","","","","","No"
"1",",",",","36","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","cihlově","cihlově","37","O","","","","","","","Pos","","","","","","","","","","Pos","","","","","","","","","","","","","","",""
"1","zbarvená","zbarvený","38","O","","","","","","Nom","Pos","Fem","","","","","","","Sing","","Pos","","","","","","","Part","Pass","","","","","","",""
"1","keramika","keramika","39","O","","","","","","Nom","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","No"
"1",",",",","40","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","nečetné","četný","41","O","","","","Inan","","Nom","Pos","Masc","","","","","","","Plur","","Neg","","","","","","","","","","","","","","",""
"1","glazované","glazovaný","42","O","","","","Inan","","Nom","Pos","Masc","","","","","","","Plur","","Pos","","","","","","","Part","Pass","","","","","","",""
"1","střepy","střep","43","O","","","","Inan","","Nom","","Masc","","","","","","","Plur","","","","","","","","","","","","","","","","",""
"1","jsou","být","44","O","","","","","Imp","","","","","","Ind","","","","Plur","3","Pos","","","","","Pres","","Fin","Act","","","","","","",""
"1","především","především","45","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","živě","živě","46","O","","","","","","","Pos","","","","","","","","","","Pos","","","","","","","","","","","","","","",""
"1","zelené","zelený","47","O","","","","Inan","","Nom","Pos","Masc","","","","","","","Plur","","Pos","","","","","","","","","","","","","","",""
"1","a","a","48","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Poznámka","poznámka","49","O","","","","","","Nom","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","No"
"1",":",":","50","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Pište","psát","51","O","","","","","Imp","","","","","","Imp","","","","Plur","2","Pos","","","","","","","Fin","","","","","","","",""
"1","pokud","pokud","52","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","možno","možný","53","O","","","","","","","Pos","Neut","","","","","","","Sing","","Pos","","","","","","Short","","","","","","","","",""
"1","strojem","stroj","54","O","","","","Inan","","Ins","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","No"
"1",".",".","55","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Na","na","1","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","konci","konec","2","O","","","","Inan","","Loc","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","",""
"1","uveďte","uvést","3","O","","","","","Perf","","","","","","Imp","","","","Plur","2","Pos","","","","","","","Fin","","","","","","","",""
"1","datum","datum","4","O","","","","","","Acc","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","",""
"1","odeslání","odeslání","5","O","","","","","","Gen","","Neut","","","","","","","Sing","","","","","","","","","Vnoun","","","","","","","",""
"1","a","a","6","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","čitelný","čitelný","7","O","","","","Inan","","Acc","Pos","Masc","","","","","","","Sing","","Pos","","","","","","","","","","","","","","",""
"1","podpis","podpis","8","O","","","","Inan","","Acc","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","No"
"1",".",".","9","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Zprávy","zpráva","1","O","","","","","","Acc","","Fem","","","","","","","Plur","","","","","","","","","","","","","","","","",""
"1","koreferentů","koreferent","2","O","","","","Anim","","Gen","","Masc","","","","","","","Plur","","","","","","","","","","","","","","","","",""
"1","a","a","3","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","komisí","komise","4","O","","","","","","Gen","","Fem","","","","","","","Plur","","","","","","","","","","","","","","","","",""
"1","vyhotovte","vyhotovit","5","O","","","","","Perf","","","","","","Imp","","","","Plur","2","Pos","","","","","","","Fin","","","","","","","",""
"1","dvojmo","dvojmo","6","O","","","","","","","Pos","","","","","","","","","","Pos","","","","","","","","","","","","","","","No"
"1",".",".","7","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","ST","ST","1","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","23","23","2","B-n_","Number expression (General)","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","",""
"1","3891","3891","3","I-n_","Number expression (General)","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","",""
"1","73","73","4","I-n_","Number expression (General)","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","",""
"1","vyskytují","vyskytovat","5","O","","","","","Imp","","","","","","Ind","","","","Plur","3","Pos","","","","","Pres","","Fin","Act","","","","","","",""
"1","se","se","6","O","","","","","","Acc","","","","","","","","","","","","","","Prs","Yes","","Short","","","","","","","","",""
"1","pozdně","pozdně","7","O","","","","","","","Pos","","","","","","","","","","Pos","","","","","","","","","","","","","","",""
"1","renesanční","renesanční","8","O","","","","Inan","","Nom","Pos","Masc","","","","","","","Plur","","Pos","","","","","","","","","","","","","","",""
"1","kachle","kachel","9","O","","","","Inan","","Nom","","Masc","","","","","","","Plur","","","","","","","","","","","","","","","","","No"
"1",".",".","10","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Bylo","být","1","O","","","","","Imp","","","Neut","","","","","","","Sing","","Pos","","","","","Past","","Part","Act","","","","","","",""
"1","by","být","2","O","","","","","Imp","","","","","","Cnd","","","","","","","","","","","","","Fin","","","","","","","",""
"1","velmi","velmi","3","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","lákavé","lákavý","4","O","","","","","","Nom","Pos","Neut","","","","","","","Sing","","Pos","","","","","","","","","","","","","","",""
"1","spojovat","spojovat","5","O","","","","","Imp","","","","","","","","","","","","Pos","","","","","","","Inf","","","","","","","",""
"1","tuto","tento","6","O","","","","","","Acc","","Fem","","","","","","","Sing","","","","","Dem","","","","","","","","","","","",""
"1","spodní","spodní","7","O","","","","","","Acc","Pos","Fem","","","","","","","Sing","","Pos","","","","","","","","","","","","","","",""
"1","vrstvu","vrstva","8","O","","","","","","Acc","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","",""
"1","s","s","9","O","","","Prep","","","Ins","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","katastrofálním","katastrofální","10","O","","","","Inan","","Ins","Pos","Masc","","","","","","","Sing","","Pos","","","","","","","","","","","","","","",""
"1","požárem","požár","11","O","","","","Inan","","Ins","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","",""
"1","města","město","12","O","","","","","","Gen","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","",""
"1","r","rok","13","O","","Yes","","Inan","","","","Masc","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","14","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","1599","1599","15","B-ty","Year","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","No"
"1",",",",","16","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","následující","následující","17","O","","","","Inan","Imp","Acc","","Masc","","","","","","","Sing","","Pos","","","","","Pres","","Part","Act","","","","","","",""
"1","pískový","pískový","18","O","","","","Inan","","Acc","Pos","Masc","","","","","","","Sing","","Pos","","","","","","","","","","","","","","",""
"1","pokryv","pokryv","19","O","","","","Inan","","Acc","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","",""
"1","s","s","20","O","","","Prep","","","Ins","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","úpravou","úprava","21","O","","","","","","Ins","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","",""
"1","celého","celý","22","O","","","","Inan","","Gen","Pos","Masc","","","","","","","Sing","","Pos","","","","","","","","","","","","","","",""
"1","prostoru","prostor","23","O","","","","Inan","","Gen","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","",""
"1","při","při","24","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","obnově","obnova","25","O","","","","","","Loc","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","",""
"1","zničených","zničený","26","O","","","","Inan","","Gen","Pos","Masc","","","","","","","Plur","","Pos","","","","","","","Part","Pass","","","","","","",""
"1","příbytků","příbytek","27","O","","","","Inan","","Gen","","Masc","","","","","","","Plur","","","","","","","","","","","","","","","","",""
"1","a","a","28","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","svrchní","svrchní","29","O","","","","","","Acc","Pos","Fem","","","","","","","Sing","","Pos","","","","","","","","","","","","","","",""
"1","hlinitou","hlinitý","30","O","","","","","","Acc","Pos","Fem","","","","","","","Sing","","Pos","","","","","","","","","","","","","","",""
"1","až","až","31","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","popelo","popelo","32","O","","","","","","","Pos","","","Yes","","","","","","","Pos","","","","","","","","","","","","","","","No"
"1","-","-","33","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","vitou","vitý","34","O","","","","","","Acc","Pos","Fem","","","","","","","Sing","","Pos","","","","","","","","","","","","","","",""
"1","vrstvu","vrstva","35","O","","","","","","Acc","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","",""
"1","přičíst","přičíst","36","O","","","","","Perf","","","","","","","","","","","","Pos","","","","","","","Inf","","","","","","","",""
"1","pohromám","pohroma","37","O","","","","","","Dat","","Fem","","","","","","","Plur","","","","","","","","","","","","","","","","",""
"1","třicetileté","třicetiletý","38","O","","","","","","Gen","Pos","Fem","","","","","","","Sing","","Pos","","","","","","","","","","","","","","",""
"1","války","válka","39","O","","","","","","Gen","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","No"
"1",".",".","40","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Vzhledem","vzhledem","1","O","","","Comprep","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","k","k","2","O","","","Prep","","","Dat","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","nedostatku","nedostatek","3","O","","","","Inan","","Dat","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","",""
"1","času","čas","4","O","","","","Inan","","Gen","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","",""
"1","a","a","5","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","velmi","velmi","6","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","neutěšené","utěšený","7","O","","","","","","Dat","Pos","Fem","","","","","","","Sing","","Neg","","","","","","","","","","","","","","",""
"1","situaci","situace","8","O","","","","","","Dat","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","",""
"1","v","v","9","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","oblasti","oblast","10","O","","","","","","Loc","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","",""
"1","pracovních","pracovní","11","O","","","","","","Gen","Pos","Fem","","","","","","","Plur","","Pos","","","","","","","","","","","","","","",""
"1","sil","síla","12","O","","","","","","Gen","","Fem","","","","","","","Plur","","","","","","","","","","","","","","","","",""
"1","rozhodli","rozhodnout","13","O","","","","Anim","Perf","","","Masc","","","","","","","Plur","","Pos","","","","","Past","","Part","Act","","","","","","",""
"1","jsme","být","14","O","","","","","Imp","","","","","","Ind","","","","Plur","1","Pos","","","","","Pres","","Fin","Act","","","","","","",""
"1","se","se","15","O","","","","","","Acc","","","","","","","","","","","","","","Prs","Yes","","Short","","","","","","","","",""
"1","prozkoumat","prozkoumat","16","O","","","","","Perf","","","","","","","","","","","","Pos","","","","","","","Inf","","","","","","","",""
"1","terén","terén","17","O","","","","Inan","","Acc","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","",""
"1","domovních","domovní","18","O","","","","","","Gen","Pos","Fem","","","","","","","Plur","","Pos","","","","","","","","","","","","","","",""
"1","parcel","parcela","19","O","","","","","","Gen","","Fem","","","","","","","Plur","","","","","","","","","","","","","","","","",""
"1","bagrovanou","bagrovaný","20","O","","","","","","Ins","Pos","Fem","","","","","","","Sing","","Pos","","","","","","","Part","Pass","","","","","","",""
"1","sondou","sonda","21","O","","","","","","Ins","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","No"
"1",",",",","22","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","kterou","který","23","O","","","","","","Ins","","Fem","","","","","","","Sing","","","","","Int,Rel","","","","","","","","","","","",""
"1","bychom","být","24","O","","","","","Imp","","","","","","Cnd","","","","Plur","1","","","","","","","","Fin","","","","","","","",""
"1","dokumentovali","dokumentovat","25","O","","","","Anim","Imp,Perf","","","Masc","","","","","","","Plur","","Pos","","","","","Past","","Part","Act","","","","","","",""
"1","stratigrafickou","stratigrafický","26","O","","","","","","Acc","Pos","Fem","","","","","","","Sing","","Pos","","","","","","","","","","","","","","",""
"1","situaci","situace","27","O","","","","","","Acc","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","",""
"1","a","a","28","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","případně","případně","29","O","","","","","","","Pos","","","","","","","","","","Pos","","","","","","","","","","","","","","",""
"1","odkryli","odkrýt","30","O","","","","Anim","Perf","","","Masc","","","","","","","Plur","","Pos","","","","","Past","","Part","Act","","","","","","",""
