"page_id","token","lemma","position","nameTag","NE","udpipe.feats.Abbr","udpipe.feats.AdpType","udpipe.feats.Animacy","udpipe.feats.Aspect","udpipe.feats.Case","udpipe.feats.Degree","udpipe.feats.Foreign","udpipe.feats.Gender","udpipe.feats.Gender[psor]","udpipe.feats.Hyph","udpipe.feats.Mood","udpipe.feats.NameType","udpipe.feats.NumForm","udpipe.feats.NumType","udpipe.feats.Number","udpipe.feats.Number[psor]","udpipe.feats.Person","udpipe.feats.Polarity","udpipe.feats.Poss","udpipe.feats.PronType","udpipe.feats.Reflex","udpipe.feats.Tense","udpipe.feats.Variant","udpipe.feats.VerbForm","udpipe.feats.Voice","udpipe.misc.B-gu","udpipe.misc.B-nb","udpipe.misc.B-pf","udpipe.misc.B-ps","udpipe.misc.B-td","udpipe.misc.B-tm","udpipe.misc.B-ty","udpipe.misc.I-pf","udpipe.misc.I-td","udpipe.misc.SpaceAfter"
"1","z","z","7","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","eneol","eneol","8","O","","Yes","","","","","Pos","","","","","","","","","","","","Pos","","","","","","","","","","","","","","","","","No"
"1",".",".","9","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","výšinnéhoj","výšinnéý","10","O","","","","","","Gen","Pos","","Neut","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","",""
"1","sídliště","sídliště","11","O","","","","","","Gen","","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1",".",".","12","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","_","_","1","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","větší","velký","2","O","","","","Inan","","Nom","Cmp","","Masc","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","",""
"1","soubor","soubor","3","O","","","","Inan","","Nom","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","z","z","4","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","eneol","eneol","5","O","","Yes","","","","","Pos","","","","","","","","","","","","Pos","","","","","","","","","","","","","","","","","No"
"1",".",".","6","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","výš","vysoko","7","O","","Yes","","","","","Pos","","","","","","","","","","","","Pos","","","","","","","","","","","","","","","","","No"
"1",".",".","8","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","sídliště","sídliště","9","O","","","","","","Gen","","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","-","-","10","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","publ","publ","11","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","12","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Masek","Masek","13","O","","","","Anim","","Nom","","","Masc","","","","Giv","","","Sing","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","14","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","AR","AR","15","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","IV","IV","16","O","","","","","","","","","","","","","","Roman","Card","","","","","","","","","","","","","","","","","","","","",""
"1","1962","1962","17","B-ty","Year","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","",""
"1","Vlkov","Vlkov","18","B-gu","Settlement name (City/Town)","","","Inan","","Nom","","","Masc","","","","Geo","","","Sing","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","19","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","sběry","sběr","20","O","","","","Inan","","Nom","","","Masc","","","","","","","Plur","","","","","","","","","","","","","","","","","","","",""
"1","z","z","21","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","en","en","22","O","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","eol","eol","23","O","","Yes","","","","","Pos","","","","","","","","","","","","Pos","","","","","","","","","","","","","","","","","No"
"1",".",".","24","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","výš","vysoko","25","O","","","","","","","Cmp","","","","","","","","","","","","Pos","","","","","","","","","","","","","","","","","No"
"1",".",".","26","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","sídli","sídlo","27","O","","","","","","Gen","","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","ště","ště","28","O","","","","","","Gen","","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","Velký","velký","29","B-gu","Settlement name (City/Town)","","","Inan","","Nom","Pos","","Masc","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","",""
"1","Kám","Kám","30","I-gu","Settlement name (City/Town)","","","Inan","","Nom","","","Masc","","","","Geo","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","en","en","31","O","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","—","—","32","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","dtto","dtto","33","O","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1",",",",","34","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","•","•","35","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","v","v","36","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","v","v","37","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Polanka","Polanka","38","B-gu","Settlement name (City/Town)","","","","","Nom","","","Fem","","","","Geo","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","u","u","39","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Blovic","Blovice","40","B-gu","Settlement name (City/Town)","","","","","Gen","","","Fem","","","","Geo","","","Plur","","","","","","","","","","","","","","","","","","","",""
"1","-","-","41","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","sběry","sběr","42","O","","","","Inan","","Nom","","","Masc","","","","","","","Plur","","","","","","","","","","","","","","","","","","","",""
"1","z","z","43","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","eneol","eneola","44","O","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","45","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","výs","výs","1","O","","Yes","","","","","Pos","","","","","","","","","","","","Pos","","","","","","","","","","","","","","","","","No"
"1",".",".","2","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","sídliste","sídlista","3","O","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","ojedinělé","ojedinělý","4","O","","","","","","Nom","Pos","","Neut","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","",""
"1","kam","kam","5","O","","","","","","","","","","","","","","","","","","","","","Int,Rel","","","","","","","","","","","","","","","No"
"1",".",".","6","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","nástroje","nástroj","1","O","","","","Inan","","Nom","","","Masc","","","","","","","Plur","","","","","","","","","","","","","","","","","","","",""
"1","-","-","2","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Plo","plo","1","O","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","víc","více","2","O","","","","","","","Cmp","","","","","","","","","","","","Pos","","","","","","","","","","","","","","","","",""
"1","e","e","3","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","4","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","Hradiš","hradit","5","O","","","","","Imp","","","","","","","Ind","","","","Sing","","2","Pos","","","","Pres","","Fin","Act","","","","","","","","","",""
"1","tě","ty","6","O","","","","","","Acc","","","","","","","","","","Sing","","2","","","Prs","","","Short","","","","","","","","","","","","No"
"1",".",".","7","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Spálené","spálený","1","O","","","","","","Nom","Pos","","Fem","","","","","","","Plur","","","Pos","","","","","","Part","Pass","","","","","","","","","","No"
"1",".",".","2","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Poříčí","poříčí","1","O","","","","","","Nom","","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","2","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","3","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","4","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Ralov","Ralov","1","B-gu","Settlement name (City/Town)","","","Inan","","Nom","","","Masc","","","","Geo","","","Sing","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","2","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","dí","dí","3","O","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","4","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","rec","rec","5","O","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","6","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Myt","Myt","7","B-gu","Settlement name (City/Town)","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","8","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Nezbavětice","Nezbavětice","9","B-gu","Settlement name (City/Town)","","","","","Nom","","","Fem","","","","Geo","","","Plur","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","10","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Radochovy","Radochovy","11","B-gu","Settlement name (City/Town)","","","Inan","","Nom","","","Masc","","","","Geo","","","Plur","","","","","","","","","","","","","","","","","","","",""
"1",",",",","12","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Stl","Stl","13","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","to","ten","14","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","15","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","v","V","16","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1",".",".","17","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Jarov","Jarov","18","O","","","","Anim","","Nom","","","Masc","","","","Giv","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","-","-","19","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","bronz","bronz","20","O","","","","Inan","","Nom","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","21","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","terčoví","terčoví","22","O","","","","","","Nom","Pos","","Fem","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","",""
"1","tá","ten","23","O","","","","","","Nom","","","Fem","","","","","","","Sing","","","","","Dem","","","","","","","","","","","","","","",""
"1","jehlice","jehlice","24","O","","","","","","Nom","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","25","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","2","2","26","B-nc","Cardinal number","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","",""
"1","pečetítkové","pečetítkový","27","O","","","","","","Nom","Pos","","Fem","","","","","","","Plur","","","Pos","","","","","","","","","","","","","","","","",""
"1","j","j","28","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","ehlic","ehlic","29","O","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","e","e","30","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","31","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","tyčink","tyčink","32","O","","Yes","","","","","Pos","","","","","","","","","","","","Pos","","","","","","","","","","","","","","","","","No"
"1",".",".","33","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","nátamek","nátamek","34","O","","","","Inan","","Nom","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","z","z","35","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","rozrušené","rozrušený","36","O","","","","","","Gen","Pos","","Fem","","","","","","","Sing","","","Pos","","","","","","Part","Pass","","","","","","","","","",""
"1","mohyly","mohyla","37","O","","","","","","Gen","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","v","v","38","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Cábuzí","Cábuzí","39","B-gu","Settlement name (City/Town)","","","","","Loc","","","Neut","","","","Geo","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","/","/","40","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","střední","střední","41","O","","","","","","Nom","Pos","","Fem","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","",""
"1","d.bronz/","d.bronz/","42","O","","","","","","Nom","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","Libákovice","Libákovice","43","B-gu","Settlement name (City/Town)","","","","","Nom","","","Fem","","","","Geo","","","Plur","","","","","","","","","","","","","","","","","","","","No"
"1","_","_","44","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","45","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","bronz.depot","bronz.depot","46","O","","","","Inan","","Nom","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","z","z","47","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","rozhraní","rozhraní","48","O","","","","","","Gen","","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","střední","střední","49","O","","","","","","Gen","Pos","","Fem","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","",""
"1","a","a","50","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","mladší","mladý","51","O","","","","","","Gen","Cmp","","Fem","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","",""
"1","d.bronz","d.bronz","52","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","53","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","54","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","publ","publ","55","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","56","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","V","V","57","B-P","Complex personal names","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","No"
"1",".",".","58","I-P","Complex personal names","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","No"
"1","Čtrnáct","Čtrnáct","59","I-P","Complex personal names","","","Anim","","Nom","","","Masc","","","","Giv","","","Sing","","","","","","","","","","","","","","Yes","","","","","","No"
"1",",",",","60","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","AR","AR","61","B-C","Complex bibliographic expression","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","XIII","XIII","62","I-C","Complex bibliographic expression","","","","","","","","","","","","","Roman","Card","","","","","","","","","","","","","Yes","","","","","","","",""
"1","1961","1961","63","I-C","Complex bibliographic expression","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","Yes","","","No"
"1",".",".","64","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Vrtěšíce","vrtěšíce","1","B-gu","Settlement name (City/Town)","","","","","Nom","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","-","-","2","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","ojeď","ojeď","3","O","","","","","","Nom","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","4","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","nález","nález","5","O","","","","Inan","","Nom","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","bronz","bronz","6","O","","","","Inan","","Nom","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","7","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","oštěpu","oštěp","1","O","","","","Inan","","Dat","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","Vlčice","Vlčice","2","B-gu","Settlement name (City/Town)","","","","","Nom","","","Fem","","","","Geo","","","Plur","","","","","","","","","","","","","","","","","","","",""
"1","-","-","3","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Chýlava","Chýlava","1","B-p_","Personal name (General)","","","","","Nom","","","Fem","","","","Geo","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","-","-","2","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","středověká","středověký","3","O","","","","","","Nom","Pos","","Fem","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","",""
"1","keramika","keramika","4","O","","","","","","Nom","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","5","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","údajně","údajně","6","O","","","","","","","Pos","","","","","","","","","","","","Pos","","","","","","","","","","","","","","","","",""
"1","""","""","7","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","Z","z","8","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","mohyl","mohyla","9","O","","","","","","Gen","","","Fem","","","","","","","Plur","","","","","","","","","","","","","","","","","","","","No"
"1","*","*","10","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","11","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","v","v","1","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","muzeu","muzeum","2","O","","","","","","Loc","","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","je","být","3","O","","","","","Imp","","","","","","","Ind","","","","Sing","","3","Pos","","","","Pres","","Fin","Act","","","","","","","","","",""
"1","uložen","uložený","4","O","","","","","Perf","","Pos","","Masc","","","","","","","Sing","","","Pos","","","","","Short","Part","Pass","","","","","","","","","",""
"1","rukopis","rukopis","5","O","","","","Inan","","Nom","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","zprávy","zpráva","6","O","","","","","","Gen","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","Jana","Jan","7","B-P","Complex personal names","","","Anim","","Gen","","","Masc","","","","Giv","","","Sing","","","","","","","","","","","","","Yes","","","","","","",""
"1","Žáka","Žák","8","I-P","Complex personal names","","","Anim","","Gen","","","Masc","","","","Giv","","","Sing","","","","","","","","","","","","","","Yes","","","","","",""
"1","z","z","9","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","r","rok","10","O","","Yes","","Inan","","","","","Masc","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","11","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","1881","1881","12","B-ty","Year","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","",""
"1","o","o","13","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","výkopech","výkop","14","O","","","","Inan","","Loc","","","Masc","","","","","","","Plur","","","","","","","","","","","","","","","","","","","",""
"1","mohyl","mohyla","15","O","","","","","","Gen","","","Fem","","","","","","","Plur","","","","","","","","","","","","","","","","","","","",""
"1","v","v","16","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Chýlinách","Chýliny","17","B-gu","Settlement name (City/Town)","","","","","Loc","","","Fem","","","","Geo","","","Plur","","","","","","","","","","","","","","","","","","","",""
"1","-","-","18","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Hladomří","Hladomří","19","B-gq","Urban geographical name (Street/Square)","","","","","Loc","","","Neut","","","","Geo","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","/","/","20","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","částečně","částečně","21","O","","","","","","","Pos","","","","","","","","","","","","Pos","","","","","","","","","","","","","","","","",""
"1","publikovaných","publikovaný","22","O","","","","","","Gen","Pos","","Fem","","","","","","","Plur","","","Pos","","","","","","Part","Pass","","","","","","","","","",""
"1","J.Smol","J.smol","23","B-P","Complex personal names","","","Anim","","Ins","","","Masc","","","","Giv","","","Sing","","","","","","","","","","","","","Yes","","","","","","","No"
"1","íkem","Ík","24","I-P","Complex personal names","","","Anim","","Ins","","","Masc","","","","Giv","","","Sing","","","","","","","","","","","","","","Yes","","","","","",""
"1","v","v","25","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","PA","PA","26","B-mn","Periodical name (Newspaper/Magazine)","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","/","/","27","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","28","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","CAČ","CAČ","1","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","/","/","2","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","7","7","3","O","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","",""
"1","kez","kez","4","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","/","/","5","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","6","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","e","e","7","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","8","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","~","~","9","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","0","0","10","O","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","No"
"1","c","c","11","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","12","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","A","A","13","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","14","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","A","A","15","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","4","4","16","O","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","17","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",")",")","18","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","&","&","19","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","o","o","20","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","a","a","21","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
