"page_id","token","lemma","position","nameTag","NE","udpipe.feats.Abbr","udpipe.feats.AdpType","udpipe.feats.Animacy","udpipe.feats.Aspect","udpipe.feats.Case","udpipe.feats.Degree","udpipe.feats.Foreign","udpipe.feats.Gender","udpipe.feats.Mood","udpipe.feats.NameType","udpipe.feats.NumForm","udpipe.feats.NumType","udpipe.feats.Number","udpipe.feats.Person","udpipe.feats.Polarity","udpipe.feats.PronType","udpipe.feats.Reflex","udpipe.feats.Tense","udpipe.feats.Variant","udpipe.feats.VerbForm","udpipe.feats.Voice","udpipe.misc.B-ah","udpipe.misc.B-az","udpipe.misc.B-gh","udpipe.misc.B-gl","udpipe.misc.B-gr","udpipe.misc.B-gu","udpipe.misc.B-ic","udpipe.misc.B-mn","udpipe.misc.B-nb","udpipe.misc.B-oa","udpipe.misc.B-pd","udpipe.misc.B-pf","udpipe.misc.B-ps","udpipe.misc.B-td","udpipe.misc.B-tm","udpipe.misc.B-ty","udpipe.misc.I-az","udpipe.misc.I-gu","udpipe.misc.I-ic","udpipe.misc.I-oa","udpipe.misc.I-pd","udpipe.misc.I-pf","udpipe.misc.I-td","udpipe.misc.I-tm","udpipe.misc.SpaceAfter"
"1",",",",","28","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Svoboda","Svoboda","29","B-ps","Surname","","","Anim","","Nom","","","Masc","","Giv","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","30","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","L","L","31","B-P","Complex personal names","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","","","","","","","No"
"1",".",".","32","I-P","Complex personal names","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","",""
"1","1998","1998","33","I-P","Complex personal names","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","","","No"
"1",":",":","34","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Hrady","hrad","35","B-C","Complex bibliographic expression","","","Inan","","Nom","","","Masc","","","","","Plur","","","","","","","","","","","","","","","","","","Yes","","","","","","","","","","","","","","",""
"1","zámky","zámek","36","I-C","Complex bibliographic expression","","","Inan","","Nom","","","Masc","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","",""
"1","a","a","37","I-C","Complex bibliographic expression","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","",""
"1","tvrze","tvrz","38","I-C","Complex bibliographic expression","","","","","Nom","","","Fem","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","",""
"1","okresu","okres","39","I-C","Complex bibliographic expression","","","Inan","","Gen","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","",""
"1","Rychnov","Rychnov","40","I-C","Complex bibliographic expression","","","Inan","","Nom","","","Masc","","Geo","","","Sing","","","","","","","","","","","","","","Yes","","","","","","","","","","","","","","","","","","",""
"1","nad","nad","41","I-C","Complex bibliographic expression","","Prep","","","Ins","","","","","","","","","","","","","","","","","","","","","","Yes","","","","Yes","","","","","","","","","","","","","","",""
"1","Kněžnou","Kněžna","42","I-C","Complex bibliographic expression","","","","","Ins","","","Fem","","Geo","","","Sing","","","","","","","","","","","Yes","","","","","","","","","","","","","","","Yes","","Yes","","","","","No"
"1",",",",","43","I-C","Complex bibliographic expression","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","s","společnost","44","I-C","Complex bibliographic expression","Yes","","","","","","","Fem","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","45","I-C","Complex bibliographic expression","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","153","153","46","I-C","Complex bibliographic expression","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","Yes","","","","","","","","","","","","","","","","No"
"1","-","-","47","I-C","Complex bibliographic expression","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","156","156","48","I-C","Complex bibliographic expression","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","Yes","","","","","","","","","","","","","","","","No"
"1",")",")","49","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","50","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Okolnosti","okolnost","1","O","","","","","","Nom","","","Fem","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","a","a","2","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","cíl","cíl","3","O","","","","Inan","","Nom","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","výzkumu","výzkum","4","O","","","","Inan","","Gen","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Sběr","sběr","5","O","","","","Inan","","Nom","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","6","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","1","1","1","B-ni","Itemizer (1.)","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","2","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Sběr","sběr","3","O","","","","Inan","","Nom","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","J","J","4","B-P","Complex personal names","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","","","","","","","No"
"1",".",".","5","I-P","Complex personal names","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","",""
"1","Slavík","slavík","6","I-P","Complex personal names","","","Anim","","Nom","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","","","","","","No"
"1",",",",","7","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Památkový","památkový","8","B-ic","Cult/Educational institution","","","Inan","","Nom","Pos","","Masc","","","","","Sing","","Pos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","ústav","ústav","9","I-ic","Cult/Educational institution","","","Inan","","Nom","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Pardubice","Pardubice","10","I-ic","Cult/Educational institution","","","","","Nom","","","Fem","","Geo","","","Plur","","","","","","","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","No"
"1",".",".","11","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","2","2","1","B-ni","Itemizer (1.)","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","2","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Sběr","sběr","1","O","","","","Inan","","Nom","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","archeologický","archeologický","2","O","","","","Inan","","Nom","Pos","","Masc","","","","","Sing","","Pos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","kroužek","kroužek","3","O","","","","Inan","","Nom","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Villa","Villa","4","B-ic","Cult/Educational institution","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Nova","Nova","5","I-ic","Cult/Educational institution","","","","","Nom","","","Fem","","Oth","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","pod","pod","6","O","","","Prep","","","Ins","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","vedením","vedení","7","O","","","","","","Ins","","","Neut","","","","","Sing","","","","","","","Vnoun","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","D","D","8","B-P","Complex personal names","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","","","","","","","No"
"1",".",".","9","I-P","Complex personal names","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","",""
"1","Vícha","Vích","10","I-P","Complex personal names","","","Anim","","Gen","","","Masc","","Giv","","","Sing","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","","","","","","No"
"1",".",".","11","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","3","3","1","B-ni","Itemizer (1.)","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","2","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Sběr","sběr","3","O","","","","Inan","","Nom","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Slavík","slavík","4","O","","","","Anim","","Nom","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","5","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Památkový","památkový","6","B-ic","Cult/Educational institution","","","Inan","","Nom","Pos","","Masc","","","","","Sing","","Pos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","ústav","ústav","7","I-ic","Cult/Educational institution","","","Inan","","Nom","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Pardubice","Pardubice","8","I-ic","Cult/Educational institution","","","","","Nom","","","Fem","","Geo","","","Plur","","","","","","","","","","","","","","Yes","","","","","","","","","","","","","","","","","","",""
"1","Metoda","metoda","9","O","","","","","","Nom","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","výzkumu","výzkum","10","O","","","","Inan","","Gen","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Povrchový","povrchový","11","O","","","","Inan","","Nom","Pos","","Masc","","","","","Sing","","Pos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","sběr","sběr","12","O","","","","Inan","","Nom","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","13","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Zaměření","zaměření","1","O","","","","","","Acc","","","Neut","","","","","Sing","","","","","","","Vnoun","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Zaměření","zaměření","2","O","","","","","","Acc","","","Neut","","","","","Sing","","","","","","","Vnoun","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","provedla","provést","3","O","","","","","Perf","","","","Fem,Neut","","","","","Plur,Sing","","Pos","","","Past","","Part","Act","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","autorka","autorka","4","O","","","","","","Nom","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","zprávy","zpráva","5","O","","","","","","Gen","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","dle","dle","6","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","popisu","popis","7","O","","","","Inan","","Gen","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","sběračů","sběrač","8","O","","","","Anim","","Gen","","","Masc","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","do","do","9","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","plánů","plán","10","O","","","","Inan","","Gen","","","Masc","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","hradu","hrad","11","O","","","","Inan","","Gen","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","12","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Popis","popis","1","O","","","","Inan","","Nom","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","terénní","terénní","2","O","","","","","","Gen","Pos","","Fem","","","","","Sing","","Pos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","situace","situace","3","O","","","","","","Gen","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","1","1","4","B-ni","Itemizer (1.)","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","5","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Sběr","sběr","1","O","","","","Inan","","Nom","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","J","J","2","B-P","Complex personal names","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","","","","","","","No"
"1",".",".","3","I-P","Complex personal names","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","",""
"1","Slavík","Slavík","4","I-P","Complex personal names","","","Anim","","Nom","","","Masc","","Giv","","","Sing","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","","","","","",""
"1","nad","nad","5","O","","","Prep","","","Ins","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","vnitřním","vnitřní","6","O","","","","Inan","","Ins","Pos","","Masc","","","","","Sing","","Pos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","příkopem","příkop","7","O","","","","Inan","","Ins","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","jak","jak","8","O","","","","","","","","","","","","","","","","","Int,Rel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","ze","z","9","O","","","Voc","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","strany","strana","10","O","","","","","","Gen","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","předhradí","předhradí","11","O","","","","","","Gen","","","Neut","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","tak","tak","12","O","","","","","","","","","","","","","","","","","Dem","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","vlastního","vlastní","13","O","","","","Inan","","Gen","Pos","","Masc","","","","","Sing","","Pos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","hradu","hrad","14","O","","","","Inan","","Gen","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","(","(","15","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","viz","viz","16","O","","","","","Perf","","","","","Imp","","","","Sing","2","Pos","","","","","Fin","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","plánek","plánek","17","O","","","","Inan","","Acc","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","polohy","poloha","18","O","","","","","","Gen","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","1","1","19","B-n_","Number expression (General)","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",")",")","20","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","21","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Nalezeny","nalezený","1","O","","","","Inan","Perf","","Pos","","Fem,Masc","","","","","Plur","","Pos","","","","Short","Part","Pass","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","4","4","2","B-nc","Cardinal number","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","fragmenty","fragment","3","O","","","","Inan","","Nom","","","Masc","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","keramiky","keramika","4","O","","","","","","Gen","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","5","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","5","5","1","B-T","Complex time expressions","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","","","","","No"
"1",".",".","2","I-T","Complex time expressions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","",""
"1","3","3","3","I-T","Complex time expressions","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","","","","No"
"1",".",".","4","I-T","Complex time expressions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes",""
"1","1998","1998","5","I-T","Complex time expressions","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","","",""
"1","2","2","6","B-ni","Itemizer (1.)","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","7","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Sběr","sběr","1","O","","","","Inan","","Nom","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","archeologický","archeologický","2","O","","","","Inan","","Nom","Pos","","Masc","","","","","Sing","","Pos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","kroužek","kroužek","3","O","","","","Inan","","Nom","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Villa","Villa","4","B-ic","Cult/Educational institution","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Nova","Nova","5","I-ic","Cult/Educational institution","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","11","11","6","B-T","Complex time expressions","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","","","","","No"
"1",".",".","7","I-T","Complex time expressions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","",""
"1","8","8","8","I-T","Complex time expressions","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","","","","No"
"1",".",".","9","I-T","Complex time expressions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes",""
"1","1998","1998","10","I-T","Complex time expressions","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","","","No"
"1",",",",","11","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","úbočí","úbočí","12","O","","","","","","Nom","","","Neut","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","hradního","hradní","13","O","","","","Inan","","Gen","Pos","","Masc","","","","","Sing","","Pos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","kopce","kopec","14","O","","","","Inan","","Gen","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","směrem","směr","15","O","","","","Inan","","Ins","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","k","k","16","O","","","Prep","","","Dat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","vesnici","vesnice","17","O","","","","","","Dat","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","(","(","18","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","viz","viz","19","O","","","","","Perf","","","","","Imp","","","","Sing","2","Pos","","","","","Fin","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","20","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","plánek","plánek","21","O","","","","Inan","","Acc","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","poloha","poloha","22","O","","","","","","Nom","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","2","2","23","B-nb","Volu-metric number","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",")",")","24","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","25","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Nalezeno","nalezený","1","O","","","","","Perf","","Pos","","Neut","","","","","Sing","","Pos","","","","Short","Part","Pass","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","14","14","2","B-nc","Cardinal number","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","drobnějších","drobný","3","O","","","","Inan","","Gen","Cmp","","Masc","","","","","Plur","","Pos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","fragmentů","fragment","4","O","","","","Inan","","Gen","","","Masc","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","5","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","okraje","okraj","6","O","","","","Inan","","Nom","","","Masc","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","a","a","7","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","zl","zl","8","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","9","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","zásobnice","zásobnice","10","O","","","","","","Nom","","","Fem","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","11","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","vše","všechen","12","O","","","","","","Nom","","","Neut","","","","","Sing","","","Tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","14","14","13","B-no","Ordinal number","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","14","I-no","Ordinal number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-","-","15","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","15","15","16","B-no","Ordinal number","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","17","I-no","Ordinal number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","stol","stol","18","O","","Yes","","","","","","","Neut","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","19","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","3","3","20","B-no","Ordinal number","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","21","I-no","Ordinal number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Sběr","sběr","1","O","","","","Inan","","Nom","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","J","J","2","B-P","Complex personal names","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","","","","","","","No"
"1",".",".","3","I-P","Complex personal names","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","",""
"1","Slavík","slavík","4","I-P","Complex personal names","","","Anim","","Nom","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","","","","","","No"
"1",",",",","5","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","jádro","jádro","6","O","","","","","","Nom","","","Neut","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","hradu","hrad","7","O","","","","Inan","","Gen","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","(","(","8","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","viz","viz","9","O","","","","","Perf","","","","","Imp","","","","Sing","2","Pos","","","","","Fin","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","plánek","plánek","10","O","","","","Inan","","Acc","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","polohy","poloha","11","O","","","","","","Gen","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","3","3","12","B-n_","Number expression (General)","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",")",")","13","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","14","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Nalezeny","nalezený","1","O","","","","Inan","Perf","","Pos","","Fem,Masc","","","","","Plur","","Pos","","","","Short","Part","Pass","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","3","3","2","B-nc","Cardinal number","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","fragmenty","fragment","3","O","","","","Inan","","Nom","","","Masc","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","keramiky","keramika","4","O","","","","","","Gen","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","5","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","5","5","1","B-T","Complex time expressions","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","","","","","No"
