"page_id","token","lemma","position","nameTag","NE","udpipe.feats.Abbr","udpipe.feats.AdpType","udpipe.feats.Animacy","udpipe.feats.Aspect","udpipe.feats.Case","udpipe.feats.ConjType","udpipe.feats.Degree","udpipe.feats.Foreign","udpipe.feats.Gender","udpipe.feats.Gender[psor]","udpipe.feats.Hyph","udpipe.feats.Mood","udpipe.feats.NameType","udpipe.feats.NumForm","udpipe.feats.NumType","udpipe.feats.Number","udpipe.feats.Number[psor]","udpipe.feats.Person","udpipe.feats.Polarity","udpipe.feats.Poss","udpipe.feats.PrepCase","udpipe.feats.PronType","udpipe.feats.Reflex","udpipe.feats.Tense","udpipe.feats.Variant","udpipe.feats.VerbForm","udpipe.feats.Voice","udpipe.misc.B-P","udpipe.misc.B-gu","udpipe.misc.B-nb","udpipe.misc.B-no","udpipe.misc.B-pf","udpipe.misc.B-pm","udpipe.misc.B-ps","udpipe.misc.B-td","udpipe.misc.B-tm","udpipe.misc.B-ty","udpipe.misc.I-P","udpipe.misc.I-no","udpipe.misc.I-pf","udpipe.misc.I-ps","udpipe.misc.I-td","udpipe.misc.I-tm","udpipe.misc.SpaceAfter"
"1","který","který","23","O","","","","","","Nom","","","","Masc","","","","","","","Sing","","","","","","Int,Rel","","","","","","","","","","","","","","","","","","","","","",""
"1","-","-","24","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","nezištně","zištně","25","O","","","","","","","","Pos","","","","","","","","","","","","Neg","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","mi","já","26","O","","","","","","Dat","","","","","","","","","","","Sing","","1","","","","Prs","","","Short","","","","","","","","","","","","","","","","","","",""
"1","po","po","27","O","","","Prep","","","Acc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","oba","oba","28","O","","","","","","Acc","","","","Masc","","","","","Word","Card","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","roky","rok","29","O","","","","Inan","","Acc","","","","Masc","","","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","pomáhal","pomáhat","30","O","","","","","Imp","","","","","Masc","","","","","","","Sing","","","Pos","","","","","Past","","Part","Act","","","","","","","","","","","","","","","","","No"
"1",".",".","31","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Chci","chtít","1","O","","","","","Imp","","","","","","","","Ind","","","","Sing","","1","Pos","","","","","Pres","","Fin","Act","","","","","","","","","","","","","","","","",""
"1","letos","letos","2","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","opětně","opětně","3","O","","","","","","","","Pos","","","","","","","","","","","","Pos","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","pekračovati","pekračovat","4","O","","","","","Imp","","","","","","","","","","","","","","","Pos","","","","","","","Inf","","","","","","","","","","","","","","","","","",""
"1","Velvýzkumech","velvýzkum","5","O","","","","Inan","","Loc","","","","Masc","","","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","na","na","6","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","poli","pole","7","O","","","","","","Loc","","","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","jak","jak","8","O","","","","","","","","","","","","","","","","","","","","","","","Int,Rel","","","","","","","","","","","","","","","","","","","","","",""
"1","jmenované","jmenovaný","9","O","","","","","","Nom","","Pos","","Neut","","","","","","","Sing","","","Pos","","","","","","","Part","Pass","","","","","","","","","","","","","","","","",""
"1","‘","‘","10","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","p.Rsbocha","P.rsboch","11","O","","","","Anim","","Gen","","","","Masc","","","","Giv","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","tak","tak","12","O","","","","","","","","","","","","","","","","","","","","","","","Dem","","","","","","","","","","","","","","","","","","","","","",""
"1","'","'","13","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","!","!","14","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","na","na","15","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","scusedním","scusední","16","O","","","","","","Loc","","Pos","","Neut","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","17","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","kuvrlopatimí","kuvrlopatimí","18","O","","","","","","Loc","","","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","""","""","19","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","býlo","býlo","20","O","","","","","Imp","","","","","Neut","","","","","","","Sing","","","Pos","","","","","Past","","Part","Act","","","","","","","","","","","","","","","","",""
"1","rovněž","rovněž","21","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","po","po","22","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","sklizni","sklizeň","23","O","","","","","","Loc","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","dovolen","dovolený","24","O","","","","","Perf","","","Pos","","Masc","","","","","","","Sing","","","Pos","","","","","","Short","Part","Pass","","","","","","","","","","","","","","","","",""
"1","oK","OK","25","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","žn","žn","26","O","","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","o","o","27","O","","","","","","","","Pos","","","","Yes","","","","","","","","Pos","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","28","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","l","l","29","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","i","i","30","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","31","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","dovodil","dovodit","32","O","","","","","Perf","","","","","Masc","","","","","","","Sing","","","Pos","","","","","Past","","Part","Act","","","","","","","","","","","","","","","","",""
"1","byctši","byctše","33","O","","","","","","","","Cmp","","","","","","","","","","","","Pos","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","po","po","34","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","pF","PF","35","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","36","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Vás","vy","37","O","","","","","","Acc","","","","","","","","","","","Plur","","2","","","","Prs","","","","","","","","","","","","","","","","","","","","","",""
"1","navštíví","navštívit","38","O","","","","","Perf","","","","","","","","Ind","","","","Sing","","3","Pos","","","","","Pres","","Fin","Act","","","","","","","","","","","","","","","","",""
"1","a","a","39","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","přinésti","přinést","40","O","","","","","Perf","","","","","","","","","","","","","","","Pos","","","","","","","Inf","","","","","","","","","","","","","","","","","",""
"1","typické","typický","41","O","","","","","","Acc","","Pos","","Neut","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","'","'","42","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","st","st","43","O","","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","řepíný","řepíný","44","O","","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","45","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","které","který","46","O","","","","","","Acc","","","","Masc","","","","","","","Plur","","","","","","Int,Rel","","","","","","","","","","","","","","","","","","","","","",""
"1","sám","samý","47","O","","","","","","Nom","","","","Masc","","","","","","","Sing","","","","","","Emp","","","Short","","","","","","","","","","","","","","","","","","",""
"1","sl","sl","48","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","blíženetroufám","blíženetroufat","49","O","","","","","Imp","","","","","","","","Ind","","","","Sing","","1","Pos","","","","","Pres","","Fin","Act","","","","","","","","","","","","","","","","",""
"1","odhsdnouti","odhsdnout","50","O","","","","","Perf","","","","","","","","","","","","","","","Pos","","","","","","","Inf","","","","","","","","","","","","","","","","","","No"
"1",".",".","51","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","K","k","1","O","","","Prep","","","Dat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","‘důkl","‘důkl","2","O","","","","Inan","","Dat","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","adnému","adný","3","O","","","","Inan","","Dat","","Pos","","Masc","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","ve","v","4","O","","","Voc","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","vědě","věda","5","O","","","","","","Loc","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","tetp","tetp","6","O","","","","Inan","","Nom","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","7","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","po","po","8","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","němž","jenž","9","O","","","","","","Loc","","","","Masc,Neut","","","","","","","Sing","","","","","Pre","Rel","","","","","","","","","","","","","","","","","","","","","",""
"1","toužím","toužit","10","O","","","","","Imp","","","","","","","","Ind","","","","Sing","","1","Pos","","","","","Pres","","Fin","Act","","","","","","","","","","","","","","","","","No"
"1",",",",","11","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","schází","scházet","12","O","","","","","Imp","","","","","","","","Ind","","","","Sing","","3","Pos","","","","","Pres","","Fin","Act","","","","","","","","","","","","","","","","",""
"1","m","m","13","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","1","1","14","O","","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","‘mžno‘st","‘mžno‘st","15","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","opatřití","opatřití","16","O","","","","","Perf","","","","","","","","","","","","","","","Pos","","","","","","","Inf","","","","","","","","","","","","","","","","","",""
"1","vzdělaní","vzdělaný","17","O","","","","Anim","","Nom","","Pos","","Masc","","","","","","","Plur","","","Pos","","","","","","","Part","Pass","","","","","","","","","","","","","","","","",""
"1","si","se","18","O","","","","","","Dat","","","","","","","","","","","","","","","","","Prs","Yes","","Short","","","","","","","","","","","","","","","","","","",""
"1","neb","neb","19","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","vypůjčiti","vypůjčit","20","O","","","","","Perf","","","","","","","","","","","","","","","Pos","","","","","","","Inf","","","","","","","","","","","","","","","","","",""
"1","různé","různý","21","O","","","","","","Acc","","Pos","","Neut","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","""","""","22","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","■","■","23","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","■","■","24","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","3","3","25","O","","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-","-","26","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","b","b","27","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","i","i","28","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","nt","nt","29","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","■","■","30","O","","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","prameny","pramen","31","O","","","","Inan","","Nom","","","","Masc","","","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","32","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","""","""","1","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","o","o","2","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Zároveň","zároveň","3","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","bych","být","4","O","","","","","Imp","","","","","","","","Cnd","","","","Sing","","1","","","","","","","","Fin","","","","","","","","","","","","","","","","","",""
"1","přinesl","přinést","5","O","","","","","Perf","","","","","Masc","","","","","","","Sing","","","Pos","","","","","Past","","Part","Act","","","","","","","","","","","","","","","","",""
"1","stéž","stéž","6","O","","","","Inan","","Acc","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","plének","plének","7","O","","","","Inan","","Acc","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","8","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","kopii","kopie","9","O","","","","","","Acc","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","místa","místo","10","O","","","","","","Gen","","","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","nálen","nálen","11","O","","","","","","Gen","","","","Fem","","","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","vzatu","vzat","12","O","","","","Inan","","Gen","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","z","z","13","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","ckatastá","ckatastý","14","O","","","","","","Gen","","Pos","","Fem","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","mapy","mapa","15","O","","","","","","Gen","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","obce","obec","16","O","","","","","","Gen","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","TTenalovic","Ttenalovice","17","B-gu","Settlement name (City/Town)","","","","","Gen","","","","Fem","","","","Geo","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","18","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","'","'","1","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Těše","těšit","2","O","","","","","Imp","","","","","","","","Ind","","","","Sing","","3","Pos","","","","","Pres","","Fin","Act","","","","","","","","","","","","","","","","",""
"1","se","se","3","O","","","","","","Acc","","","","","","","","","","","","","","","","","Prs","Yes","","Short","","","","","","","","","","","","","","","","","","",""
"1","na","na","4","O","","","Prep","","","Acc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","laskavou","laskavý","5","O","","","","","","Acc","","Pos","","Fem","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","odpovši","odpovše","6","O","","","","","","Acc","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","*","*","7","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","""","""","8","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","'","'","9","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","•","•","10","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","•","•","11","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","■","■","12","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","!","!","13","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-","-","14","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","j","j","15","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","odu","odu","16","O","","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","■","■","17","O","","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","■","■","18","O","","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-","-","19","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","""","""","20","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","5","5","21","O","","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-","-","22","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","i","i","23","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-","-","24","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-","-","25","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","€1","€1","26","O","","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","1","1","27","O","","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","*","*","28","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","*","*","29","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",":",":","30","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","e","e","31","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","r","r","32","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1",":",":","33","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","•","•","34","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","t","t","1","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","•","•","2","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","ae","ae","3","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","v","v","4","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","úctěznamenám","úctěznamena","5","O","","","","","","Loc","","","","Neut","","","","","","","Sing","","","","","","","","","","Vnoun","","","","","","","","","","","","","","","","","",""
"1",":",":","6","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","n3","n3","7","O","","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","nt","nt","8","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","č","číslo","9","O","","Yes","","","","","","","","Neut","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","10","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".49",".49","11","O","","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","12","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","13","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","14","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","1921","1921","15","B-ty","Year","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","16","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Datum","datum","1","O","","","","","","Nom","","","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","2","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","7","7","3","B-T","Complex time expressions","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","","","No"
"1",".",".","4","I-T","Complex time expressions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","No"
"1","/","/","5","I-T","Complex time expressions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","6","I-T","Complex time expressions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","",""
"1",".",".","7","I-T","Complex time expressions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","No"
"1","1921","1921","8","I-T","Complex time expressions","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","",""
"1",",",",","9","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","3","3","10","B-T","Complex time expressions","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","","","No"
"1",".",".","11","I-T","Complex time expressions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","No"
"1",".",".","12","I-T","Complex time expressions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","","No"
"1",".",".","13","I-T","Complex time expressions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes",""
"1","Došlo","dojít","14","O","","","","","Perf","","","","","Neut","","","","","","","Sing","","","Pos","","","","","Past","","Part","Act","","","","","","","","","","","","","","","","","No"
"1",".",".","15","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","9","9","1","B-ni","Itemizer (1.)","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","..11","..11","2","O","","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","3","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","21","21","4","O","","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","5","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","6","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","zasílá","zasílat","7","O","","","","","Imp","","","","","","","","Ind","","","","Sing","","3","Pos","","","","","Pres","","Fin","Act","","","","","","","","","","","","","","","","","No"
"1",".",".","8","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1",".",".","1","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","2","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","J","J","3","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","4","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","5","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Chpc","Chpc","6","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","7","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","8","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","účeiní","účeiní","9","O","","","","Anim","","Nom","","Pos","","Masc","","","","","","","Plur","","","Pos","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","10","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","11","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","lodenics","lodenics","12","O","","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1",".",".","13","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","spisy","spis","14","O","","","","Inan","","Nom","","","","Masc","","","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",":",":","15","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","16","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","469","469","1","O","","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","/","/","2","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","20","20","3","O","","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","•","•","4","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","n","n","5","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
