"page_id","token","lemma","position","nameTag","NE","udpipe.feats.Abbr","udpipe.feats.AdpType","udpipe.feats.Animacy","udpipe.feats.Aspect","udpipe.feats.Case","udpipe.feats.ConjType","udpipe.feats.Degree","udpipe.feats.Foreign","udpipe.feats.Gender","udpipe.feats.Gender[psor]","udpipe.feats.Hyph","udpipe.feats.Mood","udpipe.feats.NameType","udpipe.feats.NumForm","udpipe.feats.NumType","udpipe.feats.Number","udpipe.feats.Number[psor]","udpipe.feats.Person","udpipe.feats.Polarity","udpipe.feats.Poss","udpipe.feats.PrepCase","udpipe.feats.PronType","udpipe.feats.Reflex","udpipe.feats.Tense","udpipe.feats.Variant","udpipe.feats.VerbForm","udpipe.feats.Voice","udpipe.misc.B-ah","udpipe.misc.B-az","udpipe.misc.B-gr","udpipe.misc.B-gu","udpipe.misc.B-ic","udpipe.misc.B-nb","udpipe.misc.B-oa","udpipe.misc.B-oe","udpipe.misc.B-pf","udpipe.misc.B-ps","udpipe.misc.B-ty","udpipe.misc.I-az","udpipe.misc.I-ic","udpipe.misc.I-oa","udpipe.misc.I-pf","udpipe.misc.SpaceAfter"
"1",",",",","15","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","zásobní","zásobní","16","O","","","","","","Ins","","Pos","","Fem","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","","","","","","","",""
"1","jámou","jáma","17","O","","","","","","Ins","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","18","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","svahovitou","svahovitý","19","O","","","","","","Ins","","Pos","","Fem","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","","","","","","","",""
"1","vstupní","vstupní","20","O","","","","","","Ins","","Pos","","Fem","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","","","","","","","",""
"1","šíjí","šíje","21","O","","","","","","Ins","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","a","a","22","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","kamennou","kamenný","23","O","","","","","","Ins","","Pos","","Fem","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","","","","","","","",""
"1","plentou","plenta","24","O","","","","","","Ins","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","podél","podél","25","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","podpovrchových","podpovrchový","26","O","","","","","","Gen","","Pos","","Fem","","","","","","","Plur","","","Pos","","","","","","","","","","","","","","","","","","","","","","","",""
"1","částí","část","27","O","","","","","","Gen","","","","Fem","","","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","stěn","stěna","28","O","","","","","","Gen","","","","Fem","","","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","29","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Objekt","objekt","1","O","","","","Inan","","Nom","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","dosahoval","dosahovat","2","O","","","","","Imp","","","","","Masc","","","","","","","Sing","","","Pos","","","","","Past","","Part","Act","","","","","","","","","","","","","","","",""
"1","rozměrů","rozměr","3","O","","","","Inan","","Gen","","","","Masc","","","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","500","500","4","B-nc","Cardinal number","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","5","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","540","540","6","B-nc","Cardinal number","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","x","x","7","O","","","","","","","Oper","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","220","220","8","B-nc","Cardinal number","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","9","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","270","270","10","B-nc","Cardinal number","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","cm","centimetr","11","B-oe","Measure unit","Yes","","Inan","","","","","","Masc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","s","s","12","O","","","Prep","","","Ins","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","delší","dlouhý","13","O","","","","","","Ins","","Cmp","","Fem","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","","","","","","","",""
"1","osou","osa","14","O","","","","","","Ins","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","V","V","15","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-","-","16","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Z","Z","17","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","18","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Jihovýchodně","jihovýchodně","19","O","","","","","","","","Pos","","","","","","","","","","","","Pos","","","","","","","","","","","","","","","","","","","","","","","",""
"1","od","od","20","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","tohoto","tento","21","O","","","","","","Gen","","","","Masc,Neut","","","","","","","Sing","","","","","","Dem","","","","","","","","","","","","","","","","","","","","",""
"1","objektu","objekt","22","O","","","","Inan","","Gen","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","23","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","350","350","24","B-nc","Cardinal number","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","cm","centimetr","25","B-oe","Measure unit","Yes","","Inan","","","","","","Masc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","od","od","26","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","stěn","stěna","27","O","","","","","","Gen","","","","Fem","","","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","a","a","28","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","250","250","29","B-nc","Cardinal number","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","cm","centimetr","30","B-oe","Measure unit","Yes","","Inan","","","","","","Masc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","od","od","31","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","počátku","počátek","32","O","","","","Inan","","Gen","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","vchodu","vchod","33","O","","","","Inan","","Gen","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","do","do","34","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","něj","on","35","O","","","","","","Gen","","","","Masc,Neut","","","","","","","Sing","","3","","","Pre","Prs","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","36","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","byly","být","37","O","","","","Inan","Imp","","","","","Fem,Masc","","","","","","","Plur","","","Pos","","","","","Past","","Part","Act","","","","","","","","","","","","","","","",""
"1","odkryty","odkrytý","38","O","","","","Inan","Perf","","","Pos","","Fem,Masc","","","","","","","Plur","","","Pos","","","","","","Short","Part","Pass","","","","","","","","","","","","","","","",""
"1","zbytky","zbytek","39","O","","","","Inan","","Nom","","","","Masc","","","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","povrchové","povrchový","40","O","","","","","","Gen","","Pos","","Fem","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","","","","","","","",""
"1","stavby","stavba","41","O","","","","","","Gen","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","42","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Rozkládala","rozkládat","1","O","","","","","Imp","","","","","Fem,Neut","","","","","","","Plur,Sing","","","Pos","","","","","Past","","Part","Act","","","","","","","","","","","","","","","",""
"1","se","se","2","O","","","","","","Acc","","","","","","","","","","","","","","","","","Prs","Yes","","Short","","","","","","","","","","","","","","","","","",""
"1","na","na","3","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","ploše","plocha","4","O","","","","","","Loc","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","cca","cirka","5","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","500","500","6","B-nc","Cardinal number","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","x","x","7","O","","","","","","","Oper","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","500","500","8","B-nc","Cardinal number","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","cm","centimetr","9","B-oe","Measure unit","Yes","","Inan","","","","","","Masc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","a","a","10","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","její","jeho","11","O","","","","","","Nom","","","","","Fem","","","","","","Plur","Sing","3","","Yes","","Prs","","","","","","","","","","","","","","","","","","","","",""
"1","stěny","stěna","12","O","","","","","","Nom","","","","Fem","","","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","byly","být","13","O","","","","Inan","Imp","","","","","Fem,Masc","","","","","","","Plur","","","Pos","","","","","Past","","Part","Act","","","","","","","","","","","","","","","",""
"1","shodně","shodně","14","O","","","","","","","","Pos","","","","","","","","","","","","Pos","","","","","","","","","","","","","","","","","","","","","","","",""
"1","orientovány","orientovaný","15","O","","","","Inan","Imp,Perf","","","Pos","","Fem,Masc","","","","","","","Plur","","","Pos","","","","","","Short","Part","Pass","","","","","","","","","","","","","","","",""
"1","s","s","16","O","","","Prep","","","Ins","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","obytným","obytný","17","O","","","","Inan","","Ins","","Pos","","Masc","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","","","","","","","",""
"1","objektem","objekt","18","O","","","","Inan","","Ins","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","19","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Získaný","získaný","1","O","","","","Inan","","Nom","","Pos","","Masc","","","","","","","Sing","","","Pos","","","","","","","Part","Pass","","","","","","","","","","","","","","","",""
"1","materiál","materiál","2","O","","","","Inan","","Nom","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","této","tento","3","O","","","","","","Gen","","","","Fem","","","","","","","Sing","","","","","","Dem","","","","","","","","","","","","","","","","","","","","",""
"1","sídelní","sídelní","4","O","","","","","","Gen","","Pos","","Fem","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","","","","","","","",""
"1","jednotky","jednotka","5","O","","","","","","Gen","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","/","/","6","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","dům","dům","7","O","","","","Inan","","Nom","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","+","+","8","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","oddělená","oddělený","9","O","","","","","","Nom","","Pos","","Fem","","","","","","","Sing","","","Pos","","","","","","","Part","Pass","","","","","","","","","","","","","","","",""
"1","hospodářská","hospodářský","10","O","","","","","","Nom","","Pos","","Fem","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","","","","","","","",""
"1","stavba","stavba","11","O","","","","","","Nom","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","/","/","12","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","je","být","13","O","","","","","Imp","","","","","","","","Ind","","","","Sing","","3","Pos","","","","","Pres","","Fin","Act","","","","","","","","","","","","","","","",""
"1","datován","datovaný","14","O","","","","","Imp","","","Pos","","Masc","","","","","","","Sing","","","Pos","","","","","","Short","Part","Pass","","","","","","","","","","","","","","","",""
"1","do","do","15","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","první","první","16","O","","","","","","Gen","","","","Fem","","","","","","Ord","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","poloviny","polovina","17","O","","","","","","Gen","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","15","15","18","B-no","Ordinal number","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","19","I-no","Ordinal number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","století","století","20","O","","","","","","Gen","","","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","21","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Mezi","mezi","1","O","","","Prep","","","Ins","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","objekty","objekt","2","O","","","","Inan","","Ins","","","","Masc","","","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","č","číslo","3","O","","Yes","","","","","","","","Neut","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","4","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","1","1","5","B-n_","Number expression (General)","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","/","/","6","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","dům","dům","7","O","","","","Inan","","Nom","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","/","/","8","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","a","a","9","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","č","číslo","10","O","","Yes","","","","","","","","Neut","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","11","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","3","3","12","B-n_","Number expression (General)","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","/","/","13","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","povrchová","povrchový","14","O","","","","","","Nom","","Pos","","Fem","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","","","","","","","",""
"1","stavba","stavba","15","O","","","","","","Nom","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","/","/","16","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","byla","být","17","O","","","","","Imp","","","","","Fem,Neut","","","","","","","Plur,Sing","","","Pos","","","","","Past","","Part","Act","","","","","","","","","","","","","","","",""
"1","odkryta","odkrytý","18","O","","","","","Perf","","","Pos","","Fem,Neut","","","","","","","Plur,Sing","","","Pos","","","","","","Short","Part","Pass","","","","","","","","","","","","","","","",""
"1","oválná","oválný","19","O","","","","","","Nom","","Pos","","Fem","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","","","","","","","",""
"1","studna","studna","20","O","","","","","","Nom","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","21","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","prostě","prostě","22","O","","","","","","","","Pos","","","","","","","","","","","","Pos","","","","","","","","","","","","","","","","","","","","","","","",""
"1","vyhloubená","vyhloubený","23","O","","","","","","Nom","","Pos","","Fem","","","","","","","Sing","","","Pos","","","","","","","Part","Pass","","","","","","","","","","","","","","","",""
"1","do","do","24","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","podloží","podloží","25","O","","","","","","Gen","","","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","26","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","dosahující","dosahující","27","O","","","","","Imp","Nom","","","","Fem","","","","","","","Sing","","","Pos","","","","","Pres","","Part","Act","","","","","","","","","","","","","","","",""
"1","průměru","průměr","28","O","","","","Inan","","Gen","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","140","140","29","B-nc","Cardinal number","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","30","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","175","175","31","B-nc","Cardinal number","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","cm","centimetr","32","B-oe","Measure unit","Yes","","Inan","","","","","","Masc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","a","a","33","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","hloubky","hloubka","34","O","","","","","","Gen","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","410","410","35","B-nc","Cardinal number","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","cm","centimetr","36","B-oe","Measure unit","Yes","","Inan","","","","","","Masc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","37","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Ve","v","1","O","","","Voc","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","středu","střed","2","O","","","","Inan","","Loc","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","dna","dno","3","O","","","","","","Gen","","","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","bylo","být","4","O","","","","","Imp","","","","","Neut","","","","","","","Sing","","","Pos","","","","","Past","","Part","Act","","","","","","","","","","","","","","","",""
"1","zjištěno","zjištěný","5","O","","","","","Perf","","","Pos","","Neut","","","","","","","Sing","","","Pos","","","","","","Short","Part","Pass","","","","","","","","","","","","","","","",""
"1","pravidelné","pravidelný","6","O","","","","","","Nom","","Pos","","Neut","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","","","","","","","",""
"1","kruhovité","kruhovitý","7","O","","","","","","Nom","","Pos","","Neut","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","","","","","","","",""
"1","zahloubení","zahloubení","8","O","","","","","","Nom","","","","Neut","","","","","","","Sing","","","","","","","","","","Vnoun","","","","","","","","","","","","","","","","",""
"1","o","o","9","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","průměru","průměr","10","O","","","","Inan","","Loc","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","60","60","11","B-nc","Cardinal number","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","cm","centimetr","12","B-oe","Measure unit","Yes","","Inan","","","","","","Masc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","a","a","13","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","hloubce","hloubka","14","O","","","","","","Loc","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","20","20","15","B-nc","Cardinal number","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","cm","centimetr","16","B-oe","Measure unit","Yes","","Inan","","","","","","Masc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","17","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","sloužící","sloužící","18","O","","","","","Imp","Nom","","","","Neut","","","","","","","Sing","","","Pos","","","","","Pres","","Part","Act","","","","","","","","","","","","","","","",""
"1","jako","jako","19","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","odkalovač","odkalovač","20","O","","","","Inan","","Nom","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","21","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Objekt","objekt","1","O","","","","Inan","","Nom","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","je","být","2","O","","","","","Imp","","","","","","","","Ind","","","","Sing","","3","Pos","","","","","Pres","","Fin","Act","","","","","","","","","","","","","","","",""
"1","datován","datovaný","3","O","","","","","Imp","","","Pos","","Masc","","","","","","","Sing","","","Pos","","","","","","Short","Part","Pass","","","","","","","","","","","","","","","",""
"1","do","do","4","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","konce","konec","5","O","","","","Inan","","Gen","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","13","13","6","B-no","Ordinal number","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","7","I-no","Ordinal number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","8","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","či","či","9","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","na","na","10","O","","","Prep","","","Acc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","přelom","přelom","11","O","","","","Inan","","Acc","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","13","13","12","B-no","Ordinal number","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","13","I-no","Ordinal number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","14","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","14","14","15","B-no","Ordinal number","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","16","I-no","Ordinal number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","stol","stol","1","O","","","","Inan","","Nom","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","2","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","V","v","1","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","roce","rok","2","O","","","","Inan","","Loc","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","1981","1981","3","B-ty","Year","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","byla","být","4","O","","","","","Imp","","","","","Fem,Neut","","","","","","","Plur,Sing","","","Pos","","","","","Past","","Part","Act","","","","","","","","","","","","","","","",""
"1","dále","dále","5","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","provedena","provedený","6","O","","","","","Perf","","","Pos","","Fem,Neut","","","","","","","Plur,Sing","","","Pos","","","","","","Short","Part","Pass","","","","","","","","","","","","","","","",""
"1","preparace","preparace","7","O","","","","","","Nom","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","částí","část","8","O","","","","","","Gen","","","","Fem","","","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","objektů","objekt","9","O","","","","Inan","","Gen","","","","Masc","","","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","z","z","10","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","let","léta","11","O","","","","","","Gen","","","","Neut","","","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","1973","1973","12","B-ty","Year","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","13","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","1974","1974","14","B-ty","Year","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","a","a","15","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","u","u","16","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","jednoho","jeden","17","O","","","","","","Gen","","","","Masc,Neut","","","","","Word","Card","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","z","z","18","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","nich","on","19","O","","","","","","Gen","","","","","","","","","","","Plur","","3","","","Pre","Prs","","","","","","","","","","","","","","","","","","","","",""
"1","byla","být","20","O","","","","","Imp","","","","","Fem,Neut","","","","","","","Plur,Sing","","","Pos","","","","","Past","","Part","Act","","","","","","","","","","","","","","","",""
"1","odkryta","odkrytý","21","O","","","","","Perf","","","Pos","","Fem,Neut","","","","","","","Plur,Sing","","","Pos","","","","","","Short","Part","Pass","","","","","","","","","","","","","","","",""
"1","810","810","22","B-nc","Cardinal number","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
