"page_id","token","lemma","position","nameTag","NE","udpipe.feats.Abbr","udpipe.feats.AdpType","udpipe.feats.Animacy","udpipe.feats.Aspect","udpipe.feats.Case","udpipe.feats.Degree","udpipe.feats.Gender","udpipe.feats.Gender[psor]","udpipe.feats.Hyph","udpipe.feats.Mood","udpipe.feats.NameType","udpipe.feats.NumForm","udpipe.feats.NumType","udpipe.feats.Number","udpipe.feats.Number[psor]","udpipe.feats.Person","udpipe.feats.Polarity","udpipe.feats.Poss","udpipe.feats.PrepCase","udpipe.feats.PronType","udpipe.feats.Reflex","udpipe.feats.Tense","udpipe.feats.Variant","udpipe.feats.VerbForm","udpipe.feats.Voice","udpipe.misc.B-pf","udpipe.misc.B-ps","udpipe.misc.B-td","udpipe.misc.B-tm","udpipe.misc.B-ty","udpipe.misc.I-pf","udpipe.misc.I-td","udpipe.misc.I-tm","udpipe.misc.SpaceAfter"
"1","často","často","6","O","","","","","","","Pos","","","","","","","","","","","Pos","","","","","","","","","","","","","","","","",""
"1","etažovitě","etažovitě","7","O","","","","","","","Pos","","","","","","","","","","","Pos","","","","","","","","","","","","","","","","",""
"1","nad","nad","8","O","","","Prep","","","Ins","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","sebou","se","9","O","","","","","","Ins","","","","","","","","","","","","","","","Prs","Yes","","","","","","","","","","","","",""
"1","uložené","uložený","10","O","","","","","","Nom","Pos","Fem","","","","","","","Plur","","","Pos","","","","","","","Part","Pass","","","","","","","","","No"
"1",".",".","11","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","Většina","většina","1","O","","","","","","Nom","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","pohřbů","pohřeb","2","O","","","","Inan","","Gen","","Masc","","","","","","","Plur","","","","","","","","","","","","","","","","","","","",""
"1","byla","být","3","O","","","","","Imp","","","Fem,Neut","","","","","","","Plur,Sing","","","Pos","","","","","Past","","Part","Act","","","","","","","","",""
"1","bez","bez","4","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","milodarů","milodar","5","O","","","","Inan","","Gen","","Masc","","","","","","","Plur","","","","","","","","","","","","","","","","","","","",""
"1","a","a","6","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","bez","bez","7","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","ozdob","ozdoba","8","O","","","","","","Gen","","Fem","","","","","","","Plur","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","9","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","'","'","1","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","jedné","jeden","2","O","","","","","","Gen","","Fem","","","","","Word","Card","Sing","","","","","","","","","","","","","","","","","","","",""
"1","čtvrtiny","čtvrtina","3","O","","","","","","Gen","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","byly","být","4","O","","","","Inan","Imp","","","Fem,Masc","","","","","","","Plur","","","Pos","","","","","Past","","Part","Act","","","","","","","","",""
"1","přiloženy","přiložený","5","O","","","","Inan","Perf","","Pos","Fem,Masc","","","","","","","Plur","","","Pos","","","","","","Short","Part","Pass","","","","","","","","",""
"1","věci","věc","6","O","","","","","","Nom","","Fem","","","","","","","Plur","","","","","","","","","","","","","","","","","","","",""
"1","osobní","osobní","7","O","","","","","","Gen","Pos","Fem","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","",""
"1","potřeby","potřeba","8","O","","","","","","Gen","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","9","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","""","""","1","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","atím","atím","2","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","byl","být","3","O","","","","","Imp","","","Masc","","","","","","","Sing","","","Pos","","","","","Past","","Part","Act","","","","","","","","",""
"1","nejpříznačněxjší","příznačněý","4","O","","","","Inan","","Nom","Sup","Masc","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","",""
"1","pohřeb","pohřeb","5","O","","","","Inan","","Nom","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","muže","muž","6","O","","","","Anim","","Gen","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","s","s","7","O","","","Prep","","","Ins","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","2","2","8","B-nc","Cardinal number","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","",""
"1","železnými","železný","9","O","","","","Inan","","Ins","Pos","Masc","","","","","","","Plur","","","Pos","","","","","","","","","","","","","","","","",""
"1","nožíky","nožík","10","O","","","","Inan","","Ins","","Masc","","","","","","","Plur","","","","","","","","","","","","","","","","","","","",""
"1","a","a","11","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","brouskem","brousek","12","O","","","","Inan","","Ins","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","13","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","a","a","14","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","pohřeb","pohřeb","15","O","","","","Inan","","Nom","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","dítěte","dítě","16","O","","","","","","Gen","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","s","s","17","O","","","Prep","","","Ins","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","esovitou","esovitý","18","O","","","","","","Ins","Pos","Fem","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","",""
"1","bronzovou","bronzový","19","O","","","","","","Ins","Pos","Fem","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","",""
"1","záušničkou","záušnička","20","O","","","","","","Ins","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1",",",",","21","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","perlovým","perlový","22","O","","","","Inan","","Ins","Pos","Masc","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","",""
"1","náhrdelníkem","náhrdelník","23","O","","","","Inan","","Ins","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","a","a","24","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","částí","část","25","O","","","","","","Ins","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","textilie","textilie","26","O","","","","","","Gen","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","27","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Pohřebiště","pohřebiště","1","O","","","","","","Acc","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","lze","lze","2","O","","","","","Imp","","","","","","Ind","","","","Sing","","3","Pos","","","","","Pres","","Fin","Act","","","","","","","","",""
"1","předběžně","předběžně","3","O","","","","","","","Pos","","","","","","","","","","","Pos","","","","","","","","","","","","","","","","",""
"1","datovat","datovat","4","O","","","","","Imp","","","","","","","","","","","","","Pos","","","","","","","Inf","","","","","","","","","",""
"1","do","do","5","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","mladší","mladý","6","O","","","","","","Gen","Cmp","Fem","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","",""
"1","hradištní","hradištní","7","O","","","","","","Gen","Pos","Fem","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","",""
"1","periody","perioda","8","O","","","","","","Gen","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","9","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","lze","lze","10","O","","","","","Imp","","","","","","Ind","","","","Sing","","3","Pos","","","","","Pres","","Fin","Act","","","","","","","","",""
"1","je","on","11","O","","","","","","Acc","","Neut","","","","","","","Sing","","3","","","Npr","Prs","","","","","","","","","","","","","",""
"1","určit","určit","12","O","","","","","Perf","","","","","","","","","","","","","Pos","","","","","","","Inf","","","","","","","","","",""
"1","jako","jako","13","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","křeštanské","křeštanský","14","O","","","","","","Acc","Pos","Neut","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","No"
"1",".",".","15","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Významná","významný","1","O","","","","","","Nom","Pos","Fem","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","",""
"1","je","být","2","O","","","","","Imp","","","","","","Ind","","","","Sing","","3","Pos","","","","","Pres","","Fin","Act","","","","","","","","",""
"1","sama","samý","3","O","","","","","","Nom","","Fem","","","","","","","Sing","","","","","","Emp","","","Short","","","","","","","","","","",""
"1","existence","existence","4","O","","","","","","Nom","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","pohřebiště","pohřebiště","5","O","","","","","","Gen","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","na","na","6","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","hradišti","hradiště","7","O","","","","","","Loc","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","8","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","jeho","jeho","9","O","","","","","","","","","Masc,Neut","","","","","","","Sing","3","","Yes","","Prs","","","","","","","","","","","","","",""
"1","umístění","umístění","10","O","","","","","","Nom","","Neut","","","","","","","Sing","","","","","","","","","","Vnoun","","","","","","","","","",""
"1","v","v","11","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","těsné","těsný","12","O","","","","","","Loc","Pos","Fem","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","",""
"1","souvislosti","souvislost","13","O","","","","","","Loc","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","s","s","14","O","","","Prep","","","Ins","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","jezírkem","jezírko","15","O","","","","","","Ins","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","u","u","16","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Libuše","Libuše","17","B-gu","Settlement name (City/Town)","","","","","Gen","","Fem","","","","Giv","","","Sing","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","18","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","Pohřebiště","pohřebiště","1","O","","","","","","Nom","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","není","být","2","O","","","","","Imp","","","","","","Ind","","","","Sing","","3","Neg","","","","","Pres","","Fin","Act","","","","","","","","",""
"1","celé","celý","3","O","","","","","","Nom","Pos","Neut","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","",""
"1","prokopáno","prokopaný","4","O","","","","","Perf","","Pos","Neut","","","","","","","Sing","","","Pos","","","","","","Short","Part","Pass","","","","","","","","","No"
"1",",",",","5","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","v","v","6","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","příštím","příští","7","O","","","","Inan","","Loc","Pos","Masc","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","",""
"1","roce","rok","8","O","","","","Inan","","Loc","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","bude","být","9","O","","","","","Imp","","","","","","Ind","","","","Sing","","3","Pos","","","","","Fut","","Fin","Act","","","","","","","","",""
"1","nutno","nutný","10","O","","","","","","","Pos","Neut","","","","","","","Sing","","","Pos","","","","","","Short","","","","","","","","","","",""
"1","celé","celý","11","O","","","","","","Acc","Pos","Neut","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","",""
"1","prozkoumat","prozkoumat","12","O","","","","","Perf","","","","","","","","","","","","","Pos","","","","","","","Inf","","","","","","","","","",""
"1","plošným","plošný","13","O","","","","Inan","","Ins","Pos","Masc","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","",""
"1","odkryvem","odkryv","14","O","","","","Inan","","Ins","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","při","při","15","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","čemž","což","16","O","","","","","","Loc","","","","","","","","","","","","","","","Int,Rel","","","","","","","","","","","","","",""
"1","byde","být","17","O","","","","","Imp","","","","","","Ind","","","","Sing","","3","Pos","","","","","Fut","","Fin","Act","","","","","","","","",""
"1","naděje","naděje","18","O","","","","","","Nom","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","objeviti","objevit","19","O","","","","","Perf","","","","","","","","","","","","","Pos","","","","","","","Inf","","","","","","","","","",""
"1","i","i","20","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","kostel","kostel","21","O","","","","Inan","","Acc","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","nebo","nebo","22","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","jiné","jiný","23","O","","","","","","Acc","Pos","Neut","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","",""
"1","centrum","centrum","24","O","","","","","","Acc","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","hrobové","hrobový","25","O","","","","","","Gen","Pos","Fem","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","",""
"1","akumulace","akumulace","26","O","","","","","","Gen","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","27","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Vystopování","vystopování","1","O","","","","","","Nom","","Neut","","","","","","","Sing","","","","","","","","","","Vnoun","","","","","","","","","",""
"1","tohoto","tento","2","O","","","","","","Gen","","Masc,Neut","","","","","","","Sing","","","","","","Dem","","","","","","","","","","","","","",""
"1","pohřebiště","pohřebiště","3","O","","","","","","Gen","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","je","být","4","O","","","","","Imp","","","","","","Ind","","","","Sing","","3","Pos","","","","","Pres","","Fin","Act","","","","","","","","",""
"1","hlavním","hlavní","5","O","","","","Inan","","Ins","Pos","Masc","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","",""
"1","úspěchem","úspěch","6","O","","","","Inan","","Ins","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","předchozí","předchozí","7","O","","","","","","Gen","Pos","Fem","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","",""
"1","fosfátové","fosfátový","8","O","","","","","","Gen","Pos","Fem","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","",""
"1","metody","metoda","9","O","","","","","","Gen","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","10","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Výzkum","výzkum","1","O","","","","Inan","","Nom","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","bude","být","2","O","","","","","Imp","","","","","","Ind","","","","Sing","","3","Pos","","","","","Fut","","Fin","Act","","","","","","","","",""
"1","uzavřen","uzavřený","3","O","","","","","Perf","","Pos","Masc","","","","","","","Sing","","","Pos","","","","","","Short","Part","Pass","","","","","","","","",""
"1","po","po","4","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","stránce","stránka","5","O","","","","","","Loc","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","výzkumné","výzkumný","6","O","","","","","","Loc","Pos","Fem","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","",""
"1","10.10","10.10","7","B-T","Complex time expressions","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","Yes","","","","","",""
"1","t","t","8","I-T","Complex time expressions","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","No"
"1",".",".","9","I-T","Complex time expressions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","No"
"1","r","rok","10","I-T","Complex time expressions","Yes","","Inan","","","","Masc","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","No"
"1",".",".","11","I-T","Complex time expressions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes",""
"1","do","do","12","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","konce","konec","13","O","","","","Inan","","Gen","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","měsíce","měsíc","14","O","","","","Inan","","Gen","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","budou","být","15","O","","","","","Imp","","","","","","Ind","","","","Plur","","3","Pos","","","","","Fut","","Fin","Act","","","","","","","","",""
"1","sondy","sonda","16","O","","","","","","Nom","","Fem","","","","","","","Plur","","","","","","","","","","","","","","","","","","","",""
"1","zaházeny","zaházený","17","O","","","","Inan","Perf","","Pos","Fem,Masc","","","","","","","Plur","","","Pos","","","","","","Short","Part","Pass","","","","","","","","",""
"1","bez","bez","18","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","účasti","účast","19","O","","","","","","Gen","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","vedoucího","vedoucí","20","O","","","","Anim","","Gen","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","výzkumu","výzkum","21","O","","","","Inan","","Gen","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","22","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
