"page_id","token","lemma","position","nameTag","NE","udpipe.feats.Abbr","udpipe.feats.AdpType","udpipe.feats.Animacy","udpipe.feats.Aspect","udpipe.feats.Case","udpipe.feats.ConjType","udpipe.feats.Degree","udpipe.feats.Foreign","udpipe.feats.Gender","udpipe.feats.Gender[psor]","udpipe.feats.Hyph","udpipe.feats.Mood","udpipe.feats.NameType","udpipe.feats.NumForm","udpipe.feats.NumType","udpipe.feats.Number","udpipe.feats.Number[psor]","udpipe.feats.Person","udpipe.feats.Polarity","udpipe.feats.Poss","udpipe.feats.PrepCase","udpipe.feats.PronType","udpipe.feats.Reflex","udpipe.feats.Tense","udpipe.feats.Variant","udpipe.feats.VerbForm","udpipe.feats.Voice","udpipe.misc.B-gh","udpipe.misc.B-gu","udpipe.misc.B-pf","udpipe.misc.B-ps","udpipe.misc.B-td","udpipe.misc.B-tm","udpipe.misc.B-ty","udpipe.misc.I-pf","udpipe.misc.I-td","udpipe.misc.SpaceAfter"
"1","třetí","třetí","9","O","","","","Inan","","Nom","","","","Masc","","","","","","Ord","Sing","","","","","","","","","","","","","","","","","","","","",""
"1","hrob","hrob","10","O","","","","Inan","","Nom","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","11","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","z","z","12","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","jehož","jehož","13","O","","","","","","","","","","","Masc,Neut","","","","","","","Sing","3","","Yes","","Rel","","","","","","","","","","","","","","",""
"1","obložení","obložení","14","O","","","","","","Gen","","","","Neut","","","","","","","Sing","","","","","","","","","","Vnoun","","","","","","","","","","",""
"1","se","se","15","O","","","","","","Acc","","","","","","","","","","","","","","","","","Prs","Yes","","Short","","","","","","","","","","","",""
"1","zachovaly","zachovat","16","O","","","","Inan","Imp","","","","","Fem,Masc","","","","","","","Plur","","","Pos","","","","","Past","","Part","Act","","","","","","","","","",""
"1","opět","opět","17","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","opukové","opukový","18","O","","","","","","Nom","","Pos","","Fem","","","","","","","Plur","","","Pos","","","","","","","","","","","","","","","","","",""
"1","desky","deska","19","O","","","","","","Nom","","","","Fem","","","","","","","Plur","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","20","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Dále","dále","1","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","byly","být","2","O","","","","Inan","Imp","","","","","Fem,Masc","","","","","","","Plur","","","Pos","","","","","Past","","Part","Act","","","","","","","","","",""
"1","nalezeny","nalezený","3","O","","","","Inan","Perf","","","Pos","","Fem,Masc","","","","","","","Plur","","","Pos","","","","","","Short","Part","Pass","","","","","","","","","",""
"1","v","v","4","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","přehozeném","přehozený","5","O","","","","Inan","","Loc","","Pos","","Masc","","","","","","","Sing","","","Pos","","","","","","","Part","Pass","","","","","","","","","",""
"1","materiálu","materiál","6","O","","","","Inan","","Loc","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","",""
"1","zlomky","zlomek","7","O","","","","Inan","","Nom","","","","Masc","","","","","","","Plur","","","","","","","","","","","","","","","","","","","","",""
"1","z","z","8","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","několika","několik","9","O","","","","","","Gen","","","","","","","","","","Card","","","","","","","Ind","","","","","","","","","","","","","","",""
"1","nádob","nádoba","10","O","","","","","","Gen","","","","Fem","","","","","","","Plur","","","","","","","","","","","","","","","","","","","","",""
"1","(","(","11","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","osudí","osudí","12","O","","","","","","Nom","","","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","13","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","miska","miska","14","O","","","","","","Nom","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","",""
"1","a","a","15","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","část","část","16","O","","","","","","Nom","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","",""
"1","spodku","spodek","17","O","","","","Inan","","Gen","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","",""
"1","nádoby","nádoba","18","O","","","","","","Gen","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","",""
"1","blíže","blízko","19","O","","","","","","","","Cmp","","","","","","","","","","","","Pos","","","","","","","","","","","","","","","","","",""
"1","neur","neur","20","O","","","","","","","","Pos","","","","Yes","","","","","","","","Pos","","","","","","","","","","","","","","","","","","No"
"1","-","-","21","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","citelného","citelný","22","O","","","","Inan","","Gen","","Pos","","Masc","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","",""
"1","tvaru","tvar","23","O","","","","Inan","","Gen","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","",""
"1","s","s","24","O","","","Prep","","","Ins","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","mřížkovým","mřížkový","25","O","","","","","","Ins","","Pos","","Neut","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","",""
"1","rýhováním","rýhování","26","O","","","","","","Ins","","","","Neut","","","","","","","Sing","","","","","","","","","","Vnoun","","","","","","","","","","","No"
"1",")",")","27","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","28","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Poloha","poloha","1","O","","","","","","Nom","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","",""
"1","všech","všechen","2","O","","","","","","Gen","","","","","","","","","","","Plur","","","","","","Tot","","","","","","","","","","","","","","",""
"1","tří","tři","3","O","","","","","","Gen","","","","","","","","","Word","Card","Plur","","","","","","","","","","","","","","","","","","","","",""
"1","hrobů","hrob","4","O","","","","Inan","","Gen","","","","Masc","","","","","","","Plur","","","","","","","","","","","","","","","","","","","","",""
"1","ukazuje","ukazovat","5","O","","","","","Imp","","","","","","","","Ind","","","","Sing","","3","Pos","","","","","Pres","","Fin","Act","","","","","","","","","",""
"1","zároveň","zároveň","6","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","směr","směr","7","O","","","","Inan","","Acc","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","8","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","kam","kam","9","O","","","","","","","","","","","","","","","","","","","","","","","Int,Rel","","","","","","","","","","","","","","",""
"1","asi","asi","10","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","další","další","11","O","","","","Inan","","Nom","","Pos","","Masc","","","","","","","Plur","","","Pos","","","","","","","","","","","","","","","","","",""
"1","hroby","hrob","12","O","","","","Inan","","Nom","","","","Masc","","","","","","","Plur","","","","","","","","","","","","","","","","","","","","",""
"1","pokračují","pokračovat","13","O","","","","","Imp","","","","","","","","Ind","","","","Plur","","3","Pos","","","","","Pres","","Fin","Act","","","","","","","","","","No"
"1",",",",","14","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","totiž","totiž","15","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","na","na","16","O","","","Prep","","","Acc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","mírnou","mírný","17","O","","","","","","Acc","","Pos","","Fem","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","",""
"1","vyvýšeninu","vyvýšenina","18","O","","","","","","Acc","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","19","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","zasahující","zasahující","20","O","","","","","Imp","Acc","","","","Fem","","","","","","","Sing","","","Pos","","","","","Pres","","Part","Act","","","","","","","","","",""
"1","z","z","21","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","části","část","22","O","","","","","","Gen","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","",""
"1","již","již","23","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","do","do","24","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","pole","pole","25","O","","","","","","Gen","","","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","26","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Při","při","1","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","povrchovém","povrchový","2","O","","","","Inan","","Loc","","Pos","","Masc","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","",""
"1","sběru","sběr","3","O","","","","Inan","","Loc","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","",""
"1","byl","být","4","O","","","","","Imp","","","","","Masc","","","","","","","Sing","","","Pos","","","","","Past","","Part","Act","","","","","","","","","",""
"1","dále","dále","5","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","nalezen","nalezený","6","O","","","","","Perf","","","Pos","","Masc","","","","","","","Sing","","","Pos","","","","","","Short","Part","Pass","","","","","","","","","",""
"1","kamenný","kamenný","7","O","","","","Inan","","Nom","","Pos","","Masc","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","",""
"1","únětický","únětický","8","O","","","","Inan","","Nom","","Pos","","Masc","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","",""
"1","mlat","mlat","9","O","","","","Inan","","Nom","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","",""
"1","se","s","10","O","","","Voc","","","Ins","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","žlábkovým","žlábkový","11","O","","","","","","Ins","","Pos","","Neut","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","",""
"1","sedlem","sedlo","12","O","","","","","","Ins","","","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","",""
"1","(","(","13","B-nc","Cardinal number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","délka","délka","14","B-oe","Measure unit","","","","","Nom","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","",""
"1","167","167","15","O","","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","",""
"1","mm","milimetr","16","O","","Yes","","Inan","","","","","","Masc","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",")",")","17","B-ni","Itemizer (1.)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","18","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","1","1","1","O","","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","No"
"1","—","—","2","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","—","—","3","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Navrhuji","navrhovat","4","O","","","","","Imp","","","","","","","","Ind","","","","Sing","","1","Pos","","","","","Pres","","Fin","Act","","","","","","","","","","No"
"1",",",",","5","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","aby","aby","6","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","by","být","7","O","","","","","Imp","","","","","","","","Cnd","","","","","","","","","","","","","","Fin","","","","","","","","","","",""
"1","výzkum","výzkum","8","O","","","","Inan","","Nom","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","",""
"1","v","v","9","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","příštím","příští","10","O","","","","Inan","","Loc","","Pos","","Masc","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","",""
"1","roce","rok","11","O","","","","Inan","","Loc","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","",""
"1","byl","být","12","O","","","","","Imp","","","","","Masc","","","","","","","Sing","","","Pos","","","","","Past","","Part","Act","","","","","","","","","",""
"1","proveden","provedený","13","O","","","","","Perf","","","Pos","","Masc","","","","","","","Sing","","","Pos","","","","","","Short","Part","Pass","","","","","","","","","",""
"1","několika","několik","14","O","","","","","","Ins","","","","","","","","","","Card","","","","","","","Ind","","","","","","","","","","","","","","",""
"1","příčnými","příčný","15","O","","","","","","Ins","","Pos","","Fem","","","","","","","Plur","","","Pos","","","","","","","","","","","","","","","","","",""
"1","sondami","sonda","16","O","","","","","","Ins","","","","Fem","","","","","","","Plur","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","17","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","jimiž","jenž","18","O","","","","","","Ins","","","","","","","","","","","Plur","","","","","Npr","Rel","","","","","","","","","","","","","","",""
"1","by","být","19","O","","","","","Imp","","","","","","","","Cnd","","","","","","","","","","","","","","Fin","","","","","","","","","","",""
"1","byl","být","20","O","","","","","Imp","","","","","Masc","","","","","","","Sing","","","Pos","","","","","Past","","Part","Act","","","","","","","","","",""
"1","praeoex","praeoex","21","O","","","","Anim","","Nom","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","",""
"1","zachycen","zachycený","22","O","","","","","Perf","","","Pos","","Masc","","","","","","","Sing","","","Pos","","","","","","Short","Part","Pass","","","","","","","","","",""
"1","rozsah","rozsah","23","O","","","","Inan","","Nom","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","",""
"1","pohřebiště","pohřebiště","24","O","","","","","","Gen","","","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","25","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","zejména","zejména","26","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","pak","pak","27","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","prozkoumat","prozkoumat","28","O","","","","","Perf","","","","","","","","","","","","","","","Pos","","","","","","","Inf","","","","","","","","","","",""
"1","nej","nej","29","O","","","","","","","","Sup","","","","","","","","","","","","Pos","","","","","","","","","","","","","","","","","",""
"1","bližší","blízký","30","O","","","","","","Acc","","Cmp","","Neut","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","",""
"1","okolí","okolí","31","O","","","","","","Acc","","","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","",""
"1","pískovny","pískovna","32","O","","","","","","Gen","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","",""
"1","v","v","33","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","těch","ten","34","O","","","","","","Loc","","","","","","","","","","","Plur","","","","","","Dem","","","","","","","","","","","","","","",""
"1","místech","místo","35","O","","","","","","Loc","","","","Neut","","","","","","","Plur","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","36","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","kde","kde","37","O","","","","","","","","","","","","","","","","","","","","","","","Int,Rel","","","","","","","","","","","","","","",""
"1","bude","být","38","O","","","","","Imp","","","","","","","","Ind","","","","Sing","","3","Pos","","","","","Fut","","Fin","Act","","","","","","","","","",""
"1","pravděpodobně","pravděpodobně","39","O","","","","","","","","Pos","","","","","","","","","","","","Pos","","","","","","","","","","","","","","","","","",""
"1","těžení","těžení","40","O","","","","","","Nom","","","","Neut","","","","","","","Sing","","","","","","","","","","Vnoun","","","","","","","","","","",""
"1","pokračovat","pokračovat","41","O","","","","","Imp","","","","","","","","","","","","","","","Pos","","","","","","","Inf","","","","","","","","","","","No"
"1",".",".","42","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Vzhledem","vzhledem","1","O","","","Comprep","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","k","k","2","O","","","Prep","","","Dat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","malé","malý","3","O","","","","","","Dat","","Pos","","Fem","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","",""
"1","mocnosti","mocnost","4","O","","","","","","Dat","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","",""
"1","or","or","5","O","","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","6","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","o","o","7","O","","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","nice","nice","8","O","","","","","","Gen","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","",""
"1","na","na","9","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","nalezišti","naleziště","10","O","","","","","","Loc","","","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","",""
"1","a","a","11","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","poměrně","poměrně","12","O","","","","","","","","Pos","","","","","","","","","","","","Pos","","","","","","","","","","","","","","","","","",""
"1","malé","malý","13","O","","","","","","Dat","","Pos","","Fem","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","",""
"1","ploše","plocha","14","O","","","","","","Dat","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","",""
"1","návršíčka","návršíčko","15","B-nc","Cardinal number","","","","","Gen","","","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","",""
"1","(","(","16","B-oe","Measure unit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","cca","cirka","17","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","300","300","18","O","","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","",""
"1","m","metr","19","O","","Yes","","Inan","","","","","","Masc","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1",")",")","20","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","21","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","kde","kde","22","O","","","","","","","","","","","","","","","","","","","","","","","Int,Rel","","","","","","","","","","","","","","",""
"1","pohřebiště","pohřebiště","23","O","","","","","","Acc","","","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","",""
"1","předpokládám","předpokládat","24","O","","","","","Imp","","","","","","","","Ind","","","","Sing","","1","Pos","","","","","Pres","","Fin","Act","","","","","","","","","","No"
"1",",",",","25","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","věřím","věřit","26","O","","","","","Imp","","","","","","","","Ind","","","","Sing","","1","Pos","","","","","Pres","","Fin","Act","","","","","","","","","","No"
"1",",",",","27","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","že","že","28","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","by","být","29","O","","","","","Imp","","","","","","","","Cnd","","","","","","","","","","","","","","Fin","","","","","","","","","","",""
"1","pohřebiště","pohřebiště","30","O","","","","","","Nom","","","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","",""
"1","mohlo","moci","31","O","","","","","Imp","","","","","Neut","","","","","","","Sing","","","Pos","","","","","Past","","Part","Act","","","","","","","","","",""
"1","být","být","32","O","","","","","Imp","","","","","","","","","","","","","","","Pos","","","","","","","Inf","","","","","","","","","","",""
"1","z","z","33","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","větší","velký","34","O","","","","","","Gen","","Cmp","","Fem","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","",""
"1","Poznámka","poznámka","35","O","","","","","","Nom","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","No"
"1",":",":","36","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Pikte","pikíst","37","O","","","","","Perf","","","","","","","","Imp","","","","Plur","","2","Pos","","","","","","","Fin","","","","","","","","","","",""
"1","pokud","pokud","38","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","možno","možný","39","O","","","","","","","","Pos","","Neut","","","","","","","Sing","","","Pos","","","","","","Short","","","","","","","","","","","",""
"1","strojern","strojern","40","O","","","","Inan","","Acc","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","41","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Nn","nn","1","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","konci","konec","2","O","","","","Inan","","Loc","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","",""
"1","uvedte","uvedit","3","O","","","","","Perf","","","","","","","","Imp","","","","Plur","","2","Pos","","","","","","","Fin","","","","","","","","","","",""
"1","datum","datum","4","O","","","","","","Acc","","","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","",""
"1","odoslání","odoslání","5","O","","","","","","Gen","","","","Neut","","","","","","","Sing","","","","","","","","","","Vnoun","","","","","","","","","","",""
"1","a","a","6","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","čitelný","čitelný","7","O","","","","Inan","","Acc","","Pos","","Masc","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","",""
"1","podpis","podpis","8","O","","","","Inan","","Acc","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","9","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Zprávy","zpráva","1","O","","","","","","Nom","","","","Fem","","","","","","","Plur","","","","","","","","","","","","","","","","","","","","",""
"1","koreferentú","koreferent","2","O","","","","Anim","","Nom","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","",""
"1","a","a","3","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","komisi","komise","4","O","","","","","","Dat","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","",""
"1","vyhotovto","vyhotovto","5","O","","","","","Perf","","","Pos","","Neut","","","","","","","Sing","","","Pos","","","","","","Short","Part","Pass","","","","","","","","","",""
"1","dvojmo","dvojmo","6","O","","","","","","","","Pos","","","","","","","","","","","","Pos","","","","","","","","","","","","","","","","","","No"
"1",".",".","7","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","/","/","1","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","PT","PT","2","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-","-","3","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","14332","14332","4","O","","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","No"
"1",":",":","5","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","55","55","6","O","","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","",""
"1","části","část","7","O","","","","","","Nom","","","","Fem","","","","","","","Plur","","","","","","","","","","","","","","","","","","","","",""
"1","prozkoumáno","prozkoumaný","8","O","","","","","Perf","","","Pos","","Neut","","","","","","","Sing","","","Pos","","","","","","Short","Part","Pass","","","","","","","","","",""
"1","v","v","9","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","plánované","plánovaný","10","O","","","","","","Loc","","Pos","","Fem","","","","","","","Sing","","","Pos","","","","","","","Part","Pass","","","","","","","","","",""
"1","době","doba","11","O","","","","","","Loc","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","",""
"1","v","v","12","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","příštím","příští","13","B-gu","Settlement name (City/Town)","","","Inan","","Loc","","Pos","","Masc","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","",""
"1","roce","rok","14","B-T","Complex time expressions","","","Inan","","Loc","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","Yes","","","","",""
"1","V","v","15","I-T","Complex time expressions","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes",""
"1","Praze","Praha","16","I-T","Complex time expressions","","","","","Loc","","","","Fem","","","","Geo","","","Sing","","","","","","","","","","","","","","","","","Yes","","","",""
"1","1","1","17","I-T","Complex time expressions","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","Yes","","","No"
"1",".",".","18","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","října","říjen","19","B-P","Complex personal names","","","Inan","","Gen","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","Yes","","","","","","",""
"1","1957","1957","20","I-P","Complex personal names","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","Yes","","No"
"1",".",".","21","I-P","Complex personal names","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","",""
"1","J","J","1","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Hrala","Hrala","3","","","","","Anim","","Nom","","","","Masc","","","","Giv","","","Sing","","","","","","","","","","","","","","","","","","","","","No"
