"page_id","token","lemma","position","nameTag","NE","udpipe.feats.Abbr","udpipe.feats.AdpType","udpipe.feats.Animacy","udpipe.feats.Aspect","udpipe.feats.Case","udpipe.feats.Degree","udpipe.feats.Foreign","udpipe.feats.Gender","udpipe.feats.Gender[psor]","udpipe.feats.Hyph","udpipe.feats.Mood","udpipe.feats.NameType","udpipe.feats.NumForm","udpipe.feats.NumType","udpipe.feats.Number","udpipe.feats.Person","udpipe.feats.Polarity","udpipe.feats.Poss","udpipe.feats.Tense","udpipe.feats.Variant","udpipe.feats.VerbForm","udpipe.feats.Voice","udpipe.misc.B-P","udpipe.misc.B-ah","udpipe.misc.B-az","udpipe.misc.B-gr","udpipe.misc.B-gs","udpipe.misc.B-gu","udpipe.misc.B-pf","udpipe.misc.B-ps","udpipe.misc.B-td","udpipe.misc.B-tm","udpipe.misc.B-ty","udpipe.misc.I-P","udpipe.misc.I-az","udpipe.misc.I-gr","udpipe.misc.I-ps","udpipe.misc.I-td","udpipe.misc.I-tm","udpipe.misc.SpaceAfter"
"1","EXPERTNÍ","expertní","9","O","","","","Inan","","Nom","Pos","","Masc","","","","","","","Sing","","Pos","","","","","","","","","","","","","","","","","","","","","","",""
"1","LIST","list","10","O","","","","Inan","","Nom","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","KE","k","11","O","","","Voc","","","Dat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","STAVBĚ","stavba","12","O","","","","","","Dat","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Dokument","dokument","1","O","","","","Inan","","Nom","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","je","být","2","O","","","","","Imp","","","","","","","Ind","","","","Sing","3","Pos","","Pres","","Fin","Act","","","","","","","","","","","","","","","","","",""
"1","určen","určený","3","O","","","","","Perf","","Pos","","Masc","","","","","","","Sing","","Pos","","","Short","Part","Pass","","","","","","","","","","","","","","","","","",""
"1","pro","pro","4","O","","","Prep","","","Acc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","investora","investor","5","O","","","","Anim","","Acc","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","stavby","stavba","6","O","","","","","","Gen","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","jako","jako","7","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","doklad","doklad","8","O","","","","Inan","","Nom","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","realizovaného","realizovaný","9","O","","","","Inan","","Gen","Pos","","Masc","","","","","","","Sing","","Pos","","","","Part","Pass","","","","","","","","","","","","","","","","","",""
"1","záchranného","záchranný","10","O","","","","Inan","","Gen","Pos","","Masc","","","","","","","Sing","","Pos","","","","","","","","","","","","","","","","","","","","","","",""
"1","výzkumu","výzkum","11","O","","","","Inan","","Gen","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","12","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Je","být","1","O","","","","","Imp","","","","","","","Ind","","","","Sing","3","Pos","","Pres","","Fin","Act","","","","","","","","","","","","","","","","","",""
"1","nedílnou","nedílný","2","O","","","","","","Ins","Pos","","Fem","","","","","","","Sing","","Pos","","","","","","","","","","","","","","","","","","","","","","",""
"1","součástí","součást","3","O","","","","","","Ins","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","konkrétní","konkrétní","4","O","","","","","","Gen","Pos","","Fem","","","","","","","Sing","","Pos","","","","","","","","","","","","","","","","","","","","","","",""
"1","stavební","stavební","5","O","","","","","","Gen","Pos","","Fem","","","","","","","Sing","","Pos","","","","","","","","","","","","","","","","","","","","","","",""
"1","akce","akce","6","O","","","","","","Gen","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","7","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","V","v","1","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","souvislosti","souvislost","2","O","","","","","","Loc","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","s","s","3","O","","","Prep","","","Ins","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","jinou","jiný","4","O","","","","","","Ins","Pos","","Fem","","","","","","","Sing","","Pos","","","","","","","","","","","","","","","","","","","","","","",""
"1","stavební","stavební","5","O","","","","","","Ins","Pos","","Fem","","","","","","","Sing","","Pos","","","","","","","","","","","","","","","","","","","","","","",""
"1","aktivitou","aktivita","6","O","","","","","","Ins","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","je","být","7","O","","","","","Imp","","","","","","","Ind","","","","Sing","3","Pos","","Pres","","Fin","Act","","","","","","","","","","","","","","","","","",""
"1","neplatný","platný","8","O","","","","Inan","","Nom","Pos","","Masc","","","","","","","Sing","","Neg","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","9","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","""","""","1","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","*","*","2","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","*","*","3","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","—*","—*","4","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","L","L","5","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","6","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","A*","a*","7","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","t","t","8","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","*","*","9","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","*","*","10","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","?","?","11","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","*","*","1","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","""","""","2","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","LOKALITA","lokalita","3","O","","","","","","Nom","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",":",":","4","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","BÍTOV","Bítov","5","B-gu","Settlement name (City/Town)","","","Inan","","Nom","","","Masc","","","","Geo","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","U","u","6","I-gu","Settlement name (City/Town)","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","KONĚPRUS","Koněprus","7","I-gu","Settlement name (City/Town)","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","8","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","PCI","PCI","9","B-g_","Geographical name (General)","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","8","8","10","I-g_","Geographical name (General)","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","TT","TT","11","O","","Yes","","Inan","","","","","Masc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","12","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","_","_","13","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1",".",".","14","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1",".",".","15","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","7","7","16","O","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","17","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","18","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","WE","WE","19","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","*","*","20","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-","-","21","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","22","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","23","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","24","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","25","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-","-","26","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","ser","ser","27","O","","Yes","","","","","","","","","","","Giv","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","28","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","■■","■■","29","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","•","•","30","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-","-","1","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","*","*","2","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","3","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","KATASTRÁLNÍ","katastrální","4","O","","","","","","Nom","Pos","","Neut","","","","","","","Sing","","Pos","","","","","","","","","","","","","","","","","","","","","","",""
"1","UZEMÍ","uzemí","5","O","","","","","","Nom","","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",":",":","6","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","BTOVU","Btův","7","B-gu","Settlement name (City/Town)","","","","","Acc","","","Fem","Masc","","","Giv","","","Sing","","","Yes","","","","","","","","","","","","","","","","","","","","","",""
"1","KONĚPRUS","koněprus","8","I-gu","Settlement name (City/Town)","","","Inan","","Nom","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","9","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","A","a","10","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","OKRES","okres","11","O","","","","Inan","","Nom","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",":",":","12","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","k","k","13","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","14","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-","-","15","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1",":",":","16","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1",".",".","17","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","*","*","18","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","*","*","19","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-","-","20","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-","-","21","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","r","r","22","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","#","&camount;","23","O","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","*","*","24","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","WĚ","wě","25","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","26","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-","-","27","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","28","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","""","""","29","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","w","w","30","O","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","'","'","31","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-*","-*","32","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","*","*","33","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","*","*","34","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","*","*","35","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","•","•","36","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","*","*","37","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","*","*","38","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","v","v","39","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","•*","•*","40","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","w","w","41","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","•7","•7","42","O","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","43","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-","-","44","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","•","•","45","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1",".",".","46","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","47","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-","-","48","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","*","*","49","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-","-","50","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","mxei","mxei","51","O","","","","","","","Pos","","","","Yes","","","","","","","Pos","","","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","52","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","53","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","54","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","r","r","55","O","","Yes","","","","","","","","","","","Giv","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","56","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-","-","57","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","58","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","59","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","60","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","61","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","62","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-","-","63","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-*","-*","64","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","*","*","65","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","66","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","*","*","67","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","er","er","68","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","69","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","*","*","70","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","*","*","71","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","u","u","72","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1",".",".","73","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Je","být","1","O","","","","","Imp","","","","","","","Ind","","","","Sing","3","Pos","","Pres","","Fin","Act","","","","","","","","","","","","","","","","","","No"
"1",".",".","2","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","3","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-","-","4","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","»","»","5","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","6","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","*","*","7","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","•","•","8","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1",".",".","9","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","r","r","10","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","MAPA","mapa","11","O","","","","","","Nom","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","ZM","ZM","12","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","1","1","13","O","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",":",":","14","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","10.000","10.000","15","O","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","12","12","16","O","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","17","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","41","41","18","O","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","19","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","17","17","20","O","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","bodu","bod","21","O","","","","Inan","","Gen","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","68","68","22","O","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","/","/","23","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","217","217","24","O","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",";",";","25","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","mmodZ","mmodz","26","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","a","a","27","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","J","J","28","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","sekční","sekční","29","O","","","","Inan","","Nom","Pos","","Masc","","","","","","","Sing","","Pos","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","30","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","čáry","čára","31","O","","","","","","Nom","","","Fem","","","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","INVESTOR","investor","32","O","","","","Anim","","Nom","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",":",":","33","B-P","Complex personal names","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","","","","",""
"1","VÁCLAVKUBIK","Václavkubik","34","I-P","Complex personal names","","","Anim","","Nom","","","Masc","","","","Giv","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","35","I-P","Complex personal names","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","•","•","36","B-ps","Surname","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","TYRSOVA5","Tyrsova5","1","O","","","","Anim","","Nom","","","Masc","","","","Giv","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","=","=","2","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","=","=","3","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","=","=","4","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","aras","aras","5","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1",".",".","6","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","7","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","v","v","8","B-az","Zip code","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","277","277","9","B-az","Zip code","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","266","266","10","I-az","Zip code","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","01","01","11","B-gu","Settlement name (City/Town)","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","BEROUN","Beroun","12","B-n_","Number expression (General)","","","Inan","","Nom","","","Masc","","","","Geo","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","2","2","13","O","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","=","=","14","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",":",":","15","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","aEsne","aesne","16","O","","","","","","","","","Neut","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","""","""","17","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","K","K","18","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","19","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1",".",".","20","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-","-","21","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-","-","22","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","•","•","23","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1",".",".","24","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","25","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",")",")","26","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","*","*","27","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","$‘","$‘","28","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","*","*","29","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","r","r","30","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","*","*","31","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","*","*","32","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","*","*","33","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","34","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","*","*","35","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","*","*","36","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","37","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","*","*","38","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","uwee’","uwee’","39","O","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","40","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","*","*","41","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","42","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","—","—","43","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","+","+","44","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","am","am","45","O","","","","","","","Pos","","","","Yes","","","","","","","Pos","","","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","46","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
