"page_id","token","lemma","position","nameTag","NE","udpipe.feats.Abbr","udpipe.feats.AdpType","udpipe.feats.Animacy","udpipe.feats.Aspect","udpipe.feats.Case","udpipe.feats.Degree","udpipe.feats.Foreign","udpipe.feats.Gender","udpipe.feats.Gender[psor]","udpipe.feats.Mood","udpipe.feats.NameType","udpipe.feats.NumForm","udpipe.feats.NumType","udpipe.feats.Number","udpipe.feats.Person","udpipe.feats.Polarity","udpipe.feats.Poss","udpipe.feats.PrepCase","udpipe.feats.PronType","udpipe.feats.Reflex","udpipe.feats.Tense","udpipe.feats.Variant","udpipe.feats.VerbForm","udpipe.feats.Voice","udpipe.misc.B-T","udpipe.misc.B-gu","udpipe.misc.B-mn","udpipe.misc.B-oa","udpipe.misc.B-pf","udpipe.misc.B-pm","udpipe.misc.B-ps","udpipe.misc.B-td","udpipe.misc.B-tm","udpipe.misc.B-ty","udpipe.misc.I-T","udpipe.misc.I-oa","udpipe.misc.I-pf","udpipe.misc.I-pm","udpipe.misc.I-td","udpipe.misc.SpaceAfter"
"1","ostrožny","ostrožna","7","O","","","","","","Gen","","","Fem","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","8","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Tato","tento","1","O","","","","","","Nom","","","Fem","","","","","","Sing","","","","","Dem","","","","","","","","","","","","","","","","","","","","",""
"1","se","se","2","O","","","","","","Acc","","","","","","","","","","","","","","Prs","Yes","","Short","","","","","","","","","","","","","","","","","",""
"1","smren","smren","3","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","k","k","4","O","","","Prep","","","Dat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","západu","západ","5","O","","","","Inan","","Dat","","","Masc","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","zvedá","zvedat","6","O","","","","","Imp","","","","","","Ind","","","","Sing","3","Pos","","","","","Pres","","Fin","Act","","","","","","","","","","","","","","","","No"
"1",",",",","7","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","jsou","být","8","O","","","","","Imp","","","","","","Ind","","","","Plur","3","Pos","","","","","Pres","","Fin","Act","","","","","","","","","","","","","","","",""
"1","na","na","9","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","ní","on","10","O","","","","","","Loc","","","Fem","","","","","","Sing","3","","","Pre","Prs","","","","","","","","","","","","","","","","","","","","",""
"1","zbytky","zbytek","11","O","","","","Inan","","Nom","","","Masc","","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Siltová","Siltová","12","O","","","","","","Nom","Pos","","Fem","","","","","","Sing","","Pos","","","","","","","","","","","","","","","","","","","","","","","",""
"1","vže","vže","13","O","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","umí","umět","14","O","","","","","Imp","","","","","","Ind","","","","Sing","3","Pos","","","","","Pres","","Fin","Act","","","","","","","","","","","","","","","","No"
"1","-","-","15","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","stné","stný","16","O","","","","","","Gen","Pos","","Fem","","","","","","Sing","","Pos","","","","","","","","","","","","","","","","","","","","","","","",""
"1","vně","vně","17","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","ji","on","18","O","","","","","","Acc","","","Fem","","","","","","Sing","3","","","Npr","Prs","","","","","","","","","","","","","","","","","","","","",""
"1","ho","on","19","O","","","","","","Acc","","","Masc,Neut","","","","","","Sing","3","","","","Prs","","","Short","","","","","","","","","","","","","","","","","",""
"1","západní","západní","20","O","","","","","","Gen","Pos","","Fem","","","","","","Sing","","Pos","","","","","","","","","","","","","","","","","","","","","","","",""
"1","ho","on","21","O","","","","","","Acc","","","Masc,Neut","","","","","","Sing","3","","","","Prs","","","Short","","","","","","","","","","","","","","","","","",""
"1","rohu","roh","22","O","","","","Inan","","Gen","","","Masc","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","stavby","stavba","23","O","","","","","","Gen","","","Fem","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",";",";","24","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","terén","terén","1","O","","","","Inan","","Nom","","","Masc","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","zle","zle","2","O","","","","","","","Pos","","","","","","","","","","Pos","","","","","","","","","","","","","","","","","","","","","","","",""
"1","je","být","3","O","","","","","Imp","","","","","","Ind","","","","Sing","3","Pos","","","","","Pres","","Fin","Act","","","","","","","","","","","","","","","",""
"1","velmi","velmi","4","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","nerový","nerový","5","O","","","","Inan","","Nom","Pos","","Masc","","","","","","Sing","","Pos","","","","","","","","","","","","","","","","","","","","","","","",""
"1","a","a","6","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","pravpodobně","pravpodobně","7","O","","","","","","","Pos","","","","","","","","","","Pos","","","","","","","","","","","","","","","","","","","","","","","",""
"1","kryje","krýt","8","O","","","","","Imp","","","","","","Ind","","","","Sing","3","Pos","","","","","Pres","","Fin","Act","","","","","","","","","","","","","","","",""
"1","zíeeniny","zíeenina","9","O","","","","","","Acc","","","Fem","","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","njakých","njaký","10","O","","","","","","Gen","","","","","","","","","Plur","","","","","Ind","","","","","","","","","","","","","","","","","","","","",""
"1","dalších","další","11","O","","","","","","Gen","Pos","","Fem","","","","","","Plur","","Pos","","","","","","","","","","","","","","","","","","","","","","","",""
"1","stavb","stavba","12","O","","","","","","Gen","","","Fem","","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","13","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Val","val","1","O","","","","Inan","","Nom","","","Masc","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","2","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","který","který","3","O","","","","","","Nom","","","Masc","","","","","","Sing","","","","","Int,Rel","","","","","","","","","","","","","","","","","","","","",""
"1","obepíná","obepínat","4","O","","","","","Imp","","","","","","Ind","","","","Sing","3","Pos","","","","","Pres","","Fin","Act","","","","","","","","","","","","","","","",""
"1","celý","celý","5","O","","","","Inan","","Acc","Pos","","Masc","","","","","","Sing","","Pos","","","","","","","","","","","","","","","","","","","","","","","",""
"1","vrebol","vrebol","6","O","","","","Inan","","Acc","","","Masc","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","kopoc","kopoc","7","O","","","","","","Gen","","","Fem","","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","8","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","je","být","9","O","","","","","Imp","","","","","","Ind","","","","Sing","3","Pos","","","","","Pres","","Fin","Act","","","","","","","","","","","","","","","",""
"1","zde","zde","10","O","","","","","","","","","","","","","","","","","","","","Dem","","","","","","","","","","","","","","","","","","","","",""
"1","trojnásobný","trojnásobný","11","O","","","","Inan","","Nom","Pos","","Masc","","","","","","Sing","","Pos","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","12","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","přičemš","přičemš","13","O","","","","","","","","","","","","","","","","","","","","Rel","","","","","","","","","","","","","","","","","","","","",""
"1","nejméně","méně","14","O","","","","","","","Sup","","","","","","","","","","Pos","","","","","","","","","","","","","","","","","","","","","","","",""
"1","snatel","snatel","15","O","","","","Inan","","Nom","","","Masc","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","ný","ný","16","O","","","","Inan","","Nom","Pos","","Masc","","","","","","Sing","","Pos","","","","","","","","","","","","","","","","","","","","","","","",""
"1","je","být","17","O","","","","","Imp","","","","","","Ind","","","","Sing","3","Pos","","","","","Pres","","Fin","Act","","","","","","","","","","","","","","","",""
"1","val","val","18","O","","","","Inan","","Nom","","","Masc","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","vnější","vnější","19","O","","","","Inan","","Nom","Pos","","Masc","","","","","","Sing","","Pos","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","20","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","fálezy","fález","1","O","","","","Inan","","Nom","","","Masc","","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","ze","z","2","O","","","Voc","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","sběru","sběr","3","O","","","","Inan","","Gen","","","Masc","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","byly","být","4","O","","","","Inan","Imp","","","","Fem,Masc","","","","","","Plur","","Pos","","","","","Past","","Part","Act","","","","","","","","","","","","","","","",""
"1","předány","předaný","5","O","","","","Inan","Perf","","Pos","","Fem,Masc","","","","","","Plur","","Pos","","","","","","Short","Part","Pass","","","","","","","","","","","","","","","",""
"1","Ol","Ol","6","B-io","Organization/Society","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","v","v","7","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Blovicích","Blovice","8","B-gu","Settlement name (City/Town)","","","","","Loc","","","Fem","","","Geo","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","9","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Hrúdek","hrúdek","1","O","","","","Inan","","Nom","","","Masc","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","byl","být","2","O","","","","","Imp","","","","Masc","","","","","","Sing","","Pos","","","","","Past","","Part","Act","","","","","","","","","","","","","","","",""
"1","posteven","postevený","3","O","","","","","Perf","","Pos","","Masc","","","","","","Sing","","Pos","","","","","","Short","Part","Pass","","","","","","","","","","","","","","","",""
"1","v","v","4","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","!","!","5","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","•","•","6","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","12521259","12521259","7","B-n_","Number expression (General)","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Ptou","Pta","8","B-P","Complex personal names","","","Anim","","Ins","","","Masc","","","Giv","","","Sing","","","","","","","","","","","","","","","Yes","","","","","","","","","","",""
"1","z","z","9","I-P","Complex personal names","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Křimic","Křimice","10","I-P","Complex personal names","","","","","Gen","","","Fem","","","Geo","","","Plur","","","","","","","","","","","","Yes","","","","","","","","","","","","","","No"
"1",",",",","11","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","trval","trvat","12","O","","","","","Imp","","","","Masc","","","","","","Sing","","Pos","","","","","Past","","Part","Act","","","","","","","","","","","","","","","",""
"1","v","v","13","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","eúbělm","eúběl","14","O","","","","Inan","","Loc","","","Masc","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","13","13","15","B-no","Ordinal number","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","16","I-no","Ordinal number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","a","a","17","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","1","1","18","B-no","Ordinal number","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","19","I-no","Ordinal number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","stol","stol","20","O","","","","","","Gen","","","Neut","","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","*","*","21","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1",",",",","22","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","počátkem","počátek","23","O","","","","Inan","","Ins","","","Masc","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","16","16","24","B-no","Ordinal number","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","25","I-no","Ordinal number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","stole","stůl","26","O","","","","Inan","","Gen","","","Masc","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","byl","být","27","O","","","","","Imp","","","","Masc","","","","","","Sing","","Pos","","","","","Past","","Part","Act","","","","","","","","","","","","","","","",""
"1","již","již","28","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","zpustlý","zpustlý","29","O","","","","Inan","","Nom","Pos","","Masc","","","","","","Sing","","Pos","","","","","","","","","","","","","","","","","","","","","","","",""
"1","a","a","30","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","vrch","vrch","31","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","zarost","zarost","32","O","","","","Inan","","Nom","","","Masc","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","33","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","1","1","34","O","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","$","$","35","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","4","4","36","O","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1",".",".","37","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Sedláčelt","Sedláčelt","38","O","","","","Anim","","Nom","","","Masc","","","Giv","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","39","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Místopisný","místopisný","40","B-C","Complex bibliographic expression","","","Inan","","Nom","Pos","","Masc","","","","","","Sing","","Pos","","","","","","","","","","","","Yes","","","","","","","","","","","",""
"1","slovník","slovník","41","I-C","Complex bibliographic expression","","","Inan","","Nom","","","Masc","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","Yes","","","",""
"1","historický","historický","42","I-C","Complex bibliographic expression","","","Inan","","Nom","Pos","","Masc","","","","","","Sing","","Pos","","","","","","","","","","","","","","","","","","","","Yes","","","","No"
"1",",",",","43","I-C","Complex bibliographic expression","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","str","strana","44","I-C","Complex bibliographic expression","Yes","","","","","","","Fem","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".721",".721","45","I-C","Complex bibliographic expression","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",")",")","46","I-C","Complex bibliographic expression","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","47","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Pokud","pokud","1","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","nálezy","nález","2","O","","","","Inan","","Nom","","","Masc","","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","hradištní","hradištní","3","O","","","","Inan","","Nom","Pos","","Masc","","","","","","Plur","","Pos","","","","","","","","","","","","","","","","","","","","","","","",""
"1","keranikry","keranikr","4","O","","","","Inan","","Nom","","","Masc","","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","souvisí","souviset","5","O","","","","","Imp","","","","","","Ind","","","","Sing","3","Pos","","","","","Pres","","Fin","Act","","","","","","","","","","","","","","","",""
"1","se","s","6","O","","","Voc","","","Ins","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","hrdkem","hrdek","7","O","","","","Inan","","Ins","","","Masc","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","8","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","nebo","nebo","9","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","pokud","pokud","10","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","by","být","11","O","","","","","Imp","","","","","","Cnd","","","","","","","","","","","","","Fin","","","","","","","","","","","","","","","","",""
"1","patrily","patrit","12","O","","","","Inan","Imp","","","","Fem,Masc","","","","","","Plur","","Pos","","","","","Past","","Part","Act","","","","","","","","","","","","","","","",""
"1","otarším","otarý","13","O","","","","","","Dat","Cmp","","Fem","","","","","","Plur","","Pos","","","","","","","","","","","","","","","","","","","","","","","",""
"1","ocí","oc","14","O","","","","","","Dat","","","Fem","","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","^","^","15","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","Q","Q","16","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","17","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","nl","nl","18","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","slovonskému","slovonský","19","O","","","","Inan","","Dat","Pos","","Masc","","","","","","Sing","","Pos","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","20","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","nebylo","být","21","O","","","","","Imp","","","","Neut","","","","","","Sing","","Neg","","","","","Past","","Part","Act","","","","","","","","","","","","","","","",""
"1","při","při","22","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","zbžné","zbžný","23","O","","","","","","Loc","Pos","","Fem","","","","","","Sing","","Pos","","","","","","","","","","","","","","","","","","","","","","","",""
"1","pronlídce","pronlídka","24","O","","","","","","Loc","","","Fem","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","možno","možný","25","O","","","","","","","Pos","","Neut","","","","","","Sing","","Pos","","","","","","Short","","","","","","","","","","","","","","","","","",""
"1","zjistit","zjistit","26","O","","","","","Perf","","","","","","","","","","","","Pos","","","","","","","Inf","","","","","","","","","","","","","","","","","No"
"1",".",".","27","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","$","$","1","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",")",")","2","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","/","/","3","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","4","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","(","(","5","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","ren","ren","6","O","","Yes","","","","","","","","","","Giv","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","7","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-","-","8","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Ald","Ald","9","B-C","Complex bibliographic expression","","","Anim","","Nom","","","Masc","","","Giv","","","Sing","","","","","","","","","","","","","Yes","","","","","","","","","","","","","No"
"1",",",",","10","I-C","Complex bibliographic expression","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1",",",",","11","I-C","Complex bibliographic expression","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","8.12","8.12","12","I-C","Complex bibliographic expression","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","Yes","","","","","","","Yes","","","","","","","","No"
"1",".",".","13","I-C","Complex bibliographic expression","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","Yes","No"
"1","1960","1960","14","I-C","Complex bibliographic expression","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","Yes","Yes","","","","","No"
"1",".",".","15","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Ar","Ar","1","B-P","Complex personal names","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","","","","","No"
"1",".",".","2","I-P","Complex personal names","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","",""
"1","V","V","3","I-P","Complex personal names","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","","","","No"
"1",".",".","4","I-P","Complex personal names","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","",""
"1","Stefgnovi","Stefgn","5","I-P","Complex personal names","","","Anim","","Dat","","","Masc","","","Giv","","","Sing","","","","","","","","","","","","","","","","","Yes","","","","","","","","","No"
"1","-","-","6","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","Seldov","Seldov","7","O","","","","Inan","","Nom","","","Masc","","","Geo","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","/","/","8","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
