"page_id","token","lemma","position","nameTag","NE","udpipe.feats.Abbr","udpipe.feats.AdpType","udpipe.feats.Animacy","udpipe.feats.Aspect","udpipe.feats.Case","udpipe.feats.Degree","udpipe.feats.Foreign","udpipe.feats.Gender","udpipe.feats.Mood","udpipe.feats.NameType","udpipe.feats.NumForm","udpipe.feats.NumType","udpipe.feats.Number","udpipe.feats.Person","udpipe.feats.Polarity","udpipe.feats.PronType","udpipe.feats.Tense","udpipe.feats.Variant","udpipe.feats.VerbForm","udpipe.feats.Voice","udpipe.misc.B-ah","udpipe.misc.B-az","udpipe.misc.B-gc","udpipe.misc.B-gs","udpipe.misc.B-gu","udpipe.misc.B-ic","udpipe.misc.B-pd","udpipe.misc.B-pf","udpipe.misc.B-ps","udpipe.misc.B-td","udpipe.misc.I-az","udpipe.misc.I-ic","udpipe.misc.I-pd","udpipe.misc.SpaceAfter"
"1","dům","dům","19","I-C","Complex bibliographic expression","","","Inan","","Acc","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","20","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Na","na","1","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","profilech","profil","2","O","","","","Inan","","Loc","","","Masc","","","","","Plur","","","","","","","","","","","","","","","","","","","","",""
"1","výkopů","výkop","3","O","","","","Inan","","Gen","","","Masc","","","","","Plur","","","","","","","","","","","","","","","","","","","","",""
"1","bylo","být","4","O","","","","","Imp","","","","Neut","","","","","Sing","","Pos","","Past","","Part","Act","","","","","","","","","","","","","",""
"1","patrné","patrný","5","O","","","","","","Nom","Pos","","Neut","","","","","Sing","","Pos","","","","","","","","","","","","","","","","","","",""
"1","souvrství","souvrství","6","O","","","","","","Nom","","","Neut","","","","","Sing","","","","","","","","","","","","","","","","","","","","",""
"1","hnědé","hnědý","7","O","","","","","","Gen","Pos","","Fem","","","","","Sing","","Pos","","","","","","","","","","","","","","","","","","",""
"1","ornice","ornice","8","O","","","","","","Gen","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","","","",""
"1","s","s","9","O","","","Prep","","","Ins","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","podorničím","podorničí","10","O","","","","","","Ins","","","Neut","","","","","Sing","","","","","","","","","","","","","","","","","","","","",""
"1","na","na","11","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","intaktním","intaktní","12","O","","","","","","Loc","Pos","","Neut","","","","","Sing","","Pos","","","","","","","","","","","","","","","","","","",""
"1","podloží","podloží","13","O","","","","","","Loc","","","Neut","","","","","Sing","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","14","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","které","který","15","O","","","","","","Acc","","","Neut","","","","","Sing","","","Int,Rel","","","","","","","","","","","","","","","","","",""
"1","tvořila","tvořit","16","O","","","","","Imp","","","","Fem,Neut","","","","","Plur,Sing","","Pos","","Past","","Part","Act","","","","","","","","","","","","","",""
"1","intaktní","intaktní","17","O","","","","","","Nom","Pos","","Fem","","","","","Sing","","Pos","","","","","","","","","","","","","","","","","","",""
"1","spraš","spraš","18","O","","","","","","Nom","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","19","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","K","k","1","O","","","Prep","","","Dat","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","zachycení","zachycení","2","O","","","","","","Dat","","","Neut","","","","","Sing","","","","","","Vnoun","","","","","","","","","","","","","","",""
"1","archeologických","archeologický","3","O","","","","","","Gen","Pos","","Fem","","","","","Plur","","Pos","","","","","","","","","","","","","","","","","","",""
"1","situací","situace","4","O","","","","","","Gen","","","Fem","","","","","Plur","","","","","","","","","","","","","","","","","","","","",""
"1","ani","ani","5","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","materiálu","materiál","6","O","","","","Inan","","Gen","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","",""
"1","při","při","7","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","akci","akce","8","O","","","","","","Loc","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","","","",""
"1","nedošlo","dojít","9","O","","","","","Perf","","","","Neut","","","","","Sing","","Neg","","Past","","Part","Act","","","","","","","","","","","","","","No"
"1",".",".","10","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Vzhledem","vzhledem","1","O","","","Comprep","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","k","k","2","O","","","Prep","","","Dat","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","negativním","negativní","3","O","","","","","","Dat","Pos","","Neut","","","","","Plur","","Pos","","","","","","","","","","","","","","","","","","",""
"1","archeologickým","archeologický","4","O","","","","","","Dat","Pos","","Neut","","","","","Plur","","Pos","","","","","","","","","","","","","","","","","","",""
"1","zjištěním","zjištění","5","O","","","","","","Dat","","","Neut","","","","","Plur","","","","","","Vnoun","","","","","","","","","","","","","","",""
"1","byl","být","6","O","","","","","Imp","","","","Masc","","","","","Sing","","Pos","","Past","","Part","Act","","","","","","","","","","","","","",""
"1","prostor","prostor","7","O","","","","Inan","","Nom","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","",""
"1","stavby","stavba","8","O","","","","","","Gen","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","","","",""
"1","po","po","9","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","ukončení","ukončení","10","O","","","","","","Loc","","","Neut","","","","","Sing","","","","","","Vnoun","","","","","","","","","","","","","","",""
"1","dohledu","dohled","11","O","","","","Inan","","Gen","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","",""
"1","uvolněn","uvolněný","12","O","","","","","Perf","","Pos","","Masc","","","","","Sing","","Pos","","","Short","Part","Pass","","","","","","","","","","","","","",""
"1","pro","pro","13","O","","","Prep","","","Acc","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","dokončení","dokončení","14","O","","","","","","Acc","","","Neut","","","","","Sing","","","","","","Vnoun","","","","","","","","","","","","","","",""
"1","akce","akce","15","O","","","","","","Gen","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","16","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Archeologický","archeologický","1","O","","","","Inan","","Acc","Pos","","Masc","","","","","Sing","","Pos","","","","","","","","","","","","","","","","","","",""
"1","dohled","dohled","2","O","","","","Inan","","Acc","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","",""
"1","při","při","3","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","stavbě","stavba","4","O","","","","","","Loc","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","","","",""
"1","provedl","provést","5","O","","","","","Perf","","","","Masc","","","","","Sing","","Pos","","Past","","Part","Act","","","","","","","","","","","","","",""
"1","Mgr","Mgr","6","B-P","Complex personal names","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","No"
"1",".",".","7","I-P","Complex personal names","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes",""
"1","Filip","Filip","8","I-P","Complex personal names","","","Anim","","Nom","","","Masc","","Giv","","","Sing","","","","","","","","","","","","","","","Yes","","","","","",""
"1","Velímský","Velímský","9","I-P","Complex personal names","","","Anim","","Nom","","","Masc","","Giv","","","Sing","","","","","","","","","","","","","","","","Yes","","","","","No"
"1",",",",","10","I-P","Complex personal names","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Ph","ph","11","I-P","Complex personal names","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","No"
"1",".",".","12","I-P","Complex personal names","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","No"
"1","D","D","13","I-P","Complex personal names","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","No"
"1",".",".","14","I-P","Complex personal names","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes",""
"1","(","(","15","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","ARÚ","ARÚ","16","B-ic","Cult/Educational institution","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","AV","AV","17","I-ic","Cult/Educational institution","Yes","","","","","","","","","Oth","","","","","","","","","","","","","","","","","","","","","","","",""
"1","ČR","ČR","18","B-gc","States/Provinces/Regions","Yes","","","","","","","","","Geo","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","19","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Praha","Praha","20","B-gu","Settlement name (City/Town)","","","","","Nom","","","Fem","","Geo","","","Sing","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","21","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","v","v","22","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","23","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","v","v","24","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","25","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","i","i","26","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","27","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","28","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","pracoviště","pracoviště","29","O","","","","","","Nom","","","Neut","","","","","Sing","","","","","","","","","","","","","","","","","","","","",""
"1","Kutná","Kutná","30","B-gu","Settlement name (City/Town)","","","","","Nom","","","Fem","","Geo","","","Sing","","","","","","","","","","","","","","","","","","","","",""
"1","Hora","hora","31","I-gu","Settlement name (City/Town)","","","","","Nom","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","","","","No"
"1",")",")","32","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","33","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Terénní","terénní","1","O","","","","","","Nom","Pos","","Fem","","","","","Sing","","Pos","","","","","","","","","","","","","","","","","","",""
"1","dokumentace","dokumentace","2","O","","","","","","Nom","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","","","",""
"1","je","být","3","O","","","","","Imp","","","","","Ind","","","","Sing","3","Pos","","Pres","","Fin","Act","","","","","","","","","","","","","",""
"1","uložena","uložený","4","O","","","","","Perf","","Pos","","Fem,Neut","","","","","Plur,Sing","","Pos","","","Short","Part","Pass","","","","","","","","","","","","","",""
"1","v","v","5","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Archeologickém","archeologický","6","B-ic","Cult/Educational institution","","","Inan","","Loc","Pos","","Masc","","","","","Sing","","Pos","","","","","","","","","","","","","","","","","","",""
"1","ústavu","ústav","7","I-ic","Cult/Educational institution","","","Inan","","Loc","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","",""
"1","AV","AV","8","B-ic","Cult/Educational institution","Yes","","","","","","","","","Oth","","","","","","","","","","","","","","","","","","","","","","","",""
"1","ČR","ČR","9","I-ic","Cult/Educational institution","Yes","","","","","","","","","Geo","","","","","","","","","","","","","Yes","","","","","","","","","","","No"
"1",",",",","10","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Praha","Praha","11","B-gu","Settlement name (City/Town)","","","","","Nom","","","Fem","","Geo","","","Sing","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","12","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","v","v","13","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","14","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","v","v","15","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","16","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","i","i","17","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","18","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","19","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","pracoviště","pracoviště","20","O","","","","","","Nom","","","Neut","","","","","Sing","","","","","","","","","","","","","","","","","","","","",""
"1","Kutná","Kutná","21","B-gu","Settlement name (City/Town)","","","","","Nom","","","Fem","","Geo","","","Sing","","","","","","","","","","","","","","","","","","","","",""
"1","Hora","hora","22","I-gu","Settlement name (City/Town)","","","","","Nom","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","23","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Závěrem","závěr","1","O","","","","Inan","","Ins","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","",""
"1","je","být","2","O","","","","","Imp","","","","","Ind","","","","Sing","3","Pos","","Pres","","Fin","Act","","","","","","","","","","","","","",""
"1","možno","možný","3","O","","","","","","","Pos","","Neut","","","","","Sing","","Pos","","","Short","","","","","","","","","","","","","","","",""
"1","konstatovat","konstatovat","4","O","","","","","Imp,Perf","","","","","","","","","","","Pos","","","","Inf","","","","","","","","","","","","","","","No"
"1",",",",","5","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","že","že","6","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","byla","být","7","O","","","","","Imp","","","","Fem,Neut","","","","","Plur,Sing","","Pos","","Past","","Part","Act","","","","","","","","","","","","","",""
"1","dodržena","dodržený","8","O","","","","","Perf","","Pos","","Fem,Neut","","","","","Plur,Sing","","Pos","","","Short","Part","Pass","","","","","","","","","","","","","",""
"1","všechna","všechen","9","O","","","","","","Nom","","","Neut","","","","","Plur","","","Tot","","","","","","","","","","","","","","","","","",""
"1","zákonná","zákonný","10","O","","","","","","Nom","Pos","","Neut","","","","","Plur","","Pos","","","","","","","","","","","","","","","","","","",""
"1","ustanovení","ustanovení","11","O","","","","","","Nom","","","Neut","","","","","Plur","","","","","","Vnoun","","","","","","","","","","","","","","",""
"1","o","o","12","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","ochraně","ochrana","13","O","","","","","","Loc","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","","","",""
"1","archeologických","archeologický","14","O","","","","","","Gen","Pos","","Fem","","","","","Plur","","Pos","","","","","","","","","","","","","","","","","","",""
"1","památek","památka","15","O","","","","","","Gen","","","Fem","","","","","Plur","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","16","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","PhDr","PhDr","1","B-P","Complex personal names","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","No"
"1",".",".","2","I-P","Complex personal names","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes",""
"1","Radka","Radka","3","I-P","Complex personal names","","","","","Nom","","","Fem","","Giv","","","Sing","","","","","","","","","","","","","","","Yes","","","","","",""
"1","Šumberová","Šumberová","4","I-P","Complex personal names","","","","","Nom","","","Fem","","Giv","","","Sing","","","","","","","","","","","","","","","","Yes","","","","","No"
"1",",",",","5","I-P","Complex personal names","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Ph","ph","6","I-P","Complex personal names","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","No"
"1",".",".","7","I-P","Complex personal names","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","No"
"1","D","D","8","I-P","Complex personal names","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","No"
"1",".",".","9","I-P","Complex personal names","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes",""
"1","Vedoucí","vedoucí","10","O","","","","","Imp","Nom","","","Neut","","","","","Sing","","Pos","","Pres","","Part","Act","","","","","","","","","","","","","",""
"1","pracoviště","pracoviště","11","O","","","","","","Nom","","","Neut","","","","","Sing","","","","","","","","","","","","","","","","","","","","",""
"1","Kutná","Kutná","12","B-gu","Settlement name (City/Town)","","","","","Nom","","","Fem","","Geo","","","Sing","","","","","","","","","","","","","","","","","","","","",""
"1","Hora","hora","13","I-gu","Settlement name (City/Town)","","","","","Nom","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","","","",""
"1","Zpracoval","zpracovat","14","O","","","","","Perf","","","","Masc","","","","","Sing","","Pos","","Past","","Part","Act","","","","","","","","","","","","","","No"
"1",":",":","15","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Mgr","Mgr","16","B-P","Complex personal names","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","No"
"1",".",".","17","I-P","Complex personal names","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes",""
"1","Filip","Filip","18","I-P","Complex personal names","","","Anim","","Nom","","","Masc","","Giv","","","Sing","","","","","","","","","","","","","","","Yes","","","","","",""
"1","Velímský","Velímský","19","I-P","Complex personal names","","","Anim","","Nom","","","Masc","","Giv","","","Sing","","","","","","","","","","","","","","","","Yes","","","","","No"
"1",",",",","20","I-P","Complex personal names","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Ph","ph","21","I-P","Complex personal names","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","No"
"1",".",".","22","I-P","Complex personal names","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","No"
"1","D","D","23","I-P","Complex personal names","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","No"
"1",".",".","24","I-P","Complex personal names","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","No"
